country,skill_sets,top_skills
"Seattle, Washington","[{'\n  Tools & Technologies': ['Java', 'R', 'PostgreSQL', 'Matlab', 'Python']}]","Microsoft Office,Microsoft Excel,Research"
"Seattle, Washington","[{'\n  Industry Knowledge': ['Statistics', 'Strategy', 'Risk Management', 'Data Analysis', 'Business Intelligence', 'Underwriting', 'Machine Learning']}, {'\n  Tools & Technologies': ['R', 'Matlab', 'Microsoft Excel', 'SQL', 'Excel', 'Python']}, {'\n  Other Skills': ['Predictive Analytics', 'Quantitative Finance', 'Data Science']}]","Analytics,SAS,Financial Modeling"
"Seattle, Washington","[{'\n  Industry Knowledge': ['Data Analysis', 'Statistical Modeling']}, {'\n  Tools & Technologies': ['Matlab', 'SQL', 'C++', 'Eviews', 'Bloomberg']}, {'\n  Other Skills': ['Quantitative Finance', 'Time Series Analysis']}]","R,VBA,Statistics"
"Seattle, Washington","[{'\n  Industry Knowledge': ['Mobile Applications', 'Analytics', 'Software Engineering', 'Mobile Devices', 'Strategy', 'E-commerce', 'Distributed Systems', 'Web Applications', 'Scrum', 'Integration', 'User Experience', 'Scalability', 'Agile Project Management', 'Big Data', 'Software Project Management', 'Testing', 'Cloud Computing', 'SEO', 'Software Design', 'Web Services', 'Quality Assurance', 'SEM', 'Architecture', 'User Interface', 'System Architecture']}, {'\n  Tools & Technologies': ['Java', 'Python', 'MySQL', 'SQL', 'SaaS', 'HTML', 'Perl', 'Enterprise Software', 'REST', 'Hadoop']}, {'\n  Interpersonal Skills': ['Leadership', 'Collaborative Problem Solving', 'Creative Problem Solving']}]","Agile Methodologies,Product Management,Software Development"
"Hyderabad, Telangana, India","[{'\n  Industry Knowledge': ['Supply Chain Management', 'Optimization', 'Network Design', 'Statistics', 'Market Research', 'Marketing Strategy', 'Sound Engineering', 'Music Production', 'Guitarist', 'Drums', 'Music Theory']}, {'\n  Tools & Technologies': ['R', 'SQL', 'Python']}, {'\n  Other Skills': ['Predictive Analytics', 'Network Modeling', 'Operational Analysis', 'CPLEX', 'GLPK', 'Big Data Analytics']}]","Analytics,Data Analysis,Supply Chain Management"
"Seattle, Washington","[{'\n  Industry Knowledge': ['Statistics', 'Statistical Modelling', 'Engineering', 'Analysis', 'Statistical Modeling', 'Analytical Skills']}, {'\n  Tools & Technologies': ['SQL', 'SPSS', 'Tableau', 'Python', 'VBA', 'MS Excel Advanced', 'Microsoft Office', 'Matlab', 'Microsoft Excel']}, {'\n  Other Skills': ['Logistic Regression', 'Linear Regression', 'Hierarchical clustering', 'Predictive Modelling', 'Predictive Modeling']}]","Data Analysis,R,SAS"
"Seattle, Washington","[{'\n  Industry Knowledge': ['Project Management', 'Statistics', 'Data Analysis']}, {'\n  Tools & Technologies': ['C++', 'Microsoft Office', 'Microsoft PowerPoint']}, {'\n  Interpersonal Skills': ['Leadership', 'Management', 'Public Speaking']}, {'\n  Other Skills': []}]","Microsoft Excel,Teamwork,Minitab"
"Seattle, Washington","[{'\n  Industry Knowledge': ['Analytics', 'Data Analysis', 'Statistical Modeling']}, {'\n  Tools & Technologies': []}]","SQL,SAS,R"
Japan,"[{'\n  Industry Knowledge': ['Testing', 'Solution Selling', 'Business Intelligence', 'Business Analysis', 'Pre-sales', 'Business Analytics', 'Statistics']}, {'\n  Tools & Technologies': ['Java', 'Lotus Notes', 'SPSS', 'Python']}, {'\n  Languages': ['English']}]","Management,SOA,Business Strategy"
,,
"Seattle, Washington","[{'\n  Industry Knowledge': ['Data Mining', 'Project Management', 'Programming', 'Web Development', 'Research', 'Image Processing']}, {'\n  Tools & Technologies': ['Databases', 'Python', 'Tableau', 'Crystal Reports', 'Java', 'PHP', 'MySQL', 'HTML', 'Photoshop', 'JavaScript', 'CSS', 'Matlab', 'Android', 'XML']}, {'\n  Other Skills': ['Natural Language Processing', 'Apache Spark', 'Amazon Redshift', 'SAP HANA']}]","Machine Learning,SQL,Business Intelligence"
"Hyderabad, Telangana, India","[{'\n  Industry Knowledge': ['Data Analysis', 'Economics', 'Macroeconomics', 'Analysis', 'Brand Management', 'Materials Management', 'Analytical Skills', 'Statistical Modeling', 'Retail', 'Analytics']}, {'\n  Tools & Technologies': ['SPSS', 'Stata', 'SQL', 'Tableau', 'SAS', 'R', 'SAP R/3', 'Eviews', 'Minitab', 'Python']}, {'\n  Interpersonal Skills': ['Public Speaking']}, {'\n  Other Skills': ['R studio', 'RapidMiner', 'Inventory Analysis', 'Market Basket Analysis', 'SAP HANA', 'SAS Base']}]","Microsoft Excel,Econometrics,Statistics"
"Seattle, Washington","[{'\n  Industry Knowledge': ['Data Analysis', 'Business Intelligence', 'CRM', 'Statistical Modeling', 'Business Analysis', 'Project Management', 'Segmentation', 'SAS Programming', 'SAS programming', 'Strategy', 'Customer Relationship Management (CRM)']}, {'\n  Tools & Technologies': ['SQL', 'SAS', 'R', 'Tableau', 'Hadoop']}, {'\n  Other Skills': ['Predictive Analytics', 'Predictive Modeling']}]","Analytics,Data Mining,Business Analytics"
"Seattle, Washington","[{'\n  Industry Knowledge': []}, {'\n  Tools & Technologies': []}, {'\n  Other Skills': []}]",
Greater Seattle Area,"[{'\n  Industry Knowledge': ['Data Analysis', 'Data Modeling', 'Business Intelligence', 'Data Mining', 'Statistical Modeling', 'Business Analytics', 'Business Strategy']}, {'\n  Tools & Technologies': ['SAS', 'SQL']}, {'\n  Other Skills': ['Predictive Modeling']}]","Analytics,Database Marketing,Segmentation"
Greater Seattle Area,"[{'\n  Industry Knowledge': ['Research', 'Statistics']}, {'\n  Tools & Technologies': ['R', 'Matlab']}]","Microsoft Excel,Data Analysis,Microsoft Office"
Greater Seattle Area,"[{'\n  Tools & Technologies': ['VBA', 'SAS']}]","Data Analysis,SQL,Microsoft Excel"
,,
,,
Greater Boston Area,"[{'\n  Industry Knowledge': ['Writing', 'Statistics', 'Analysis', 'Statistical Modeling', 'Data Mining', 'Research', 'Analytical Skills']}, {'\n  Tools & Technologies': ['Stata', 'SPSS', 'Microsoft Office', 'Microsoft Excel', 'SAS', 'SQL', 'Visual Basic', 'Microsoft Word']}, {'\n  Interpersonal Skills': []}, {'\n  Other Skills': ['Statistical Consulting']}]","Data Analysis,R,SAS Programming"
"Seattle, Washington","[{'\n  Industry Knowledge': ['Data Analysis', 'Business Analysis', 'Business Intelligence', 'Statistics', 'Project Management', 'Data Mining', 'ITIL', 'Cloud Computing', 'Data Warehousing', 'Agile Methodologies', 'Machine Learning', 'IT Service Management', 'Statistical Modeling', 'Scrum', 'Risk Assessment', 'Database Design', 'Database Administration', 'Data Visualization']}, {'\n  Tools & Technologies': ['Matlab', 'Microsoft Excel', 'MySQL', 'JavaScript', 'Python', 'Tableau', 'R', 'Amazon Web Services (AWS)', 'Informatica', 'Hadoop', 'Cognos', 'SSIS', 'QlikView', 'SPSS']}, {'\n  Interpersonal Skills': ['Leadership']}, {'\n  Other Skills': ['Business Communications', 'Process Modeling', 'Data Analytics', 'Predictive Analytics', 'Financial Engineering', 'SAS Base', 'Data Warehouse Architecture', 'MapReduce', 'ETL Tools', 'SSAS 2008', 'SQL DB2', 'Weka', 'Hive', 'Apache Pig']}]","Java,SQL,C++"
,,
"Boston, Massachusetts","[{'\n  Industry Knowledge': ['Statistics', 'Computer Science', 'Simulations', 'Algorithms', 'Image Processing', 'Hardware Architecture', 'FPGA', 'Signal Processing', 'Mixed Signal', 'Programming']}, {'\n  Tools & Technologies': ['Matlab', 'R', 'Unix', 'C', 'Verilog', 'VHDL', 'LaTeX']}, {'\n  Other Skills': ['Cryptography', 'Hardware Security', 'Computer Engineering', 'Digital IC Design', 'Tcl-Tk']}]","Computer Architecture,Python,C++"
,,
,,
"Seattle, Washington","[{'\n  Industry Knowledge': ['Modeling', 'Mechanical Engineering', 'Statistics']}, {'\n  Tools & Technologies': ['R', 'ANSYS']}, {'\n  Other Skills': []}]","Simulations,Mathematical Modeling,Matlab"
,,
"Seattle, Washington","[{'\n  Industry Knowledge': ['Programming', 'Forecasting', 'Statistics', 'Data Mining', 'Data Analysis', 'Thermodynamics', 'Project Management', 'Agile Methodologies', 'Business Analysis', 'Software Development Life Cycle (SDLC)']}, {'\n  Tools & Technologies': ['SQL', 'Tableau', 'Microsoft Office', 'Microsoft Excel', 'C', 'Matlab', 'C++', 'Scala', 'Hadoop', 'VB.NET', 'Visual C++', 'Microsoft Word', 'Visual C#', 'PowerPoint', 'SAS', 'Pro Engineer', 'AutoCAD', 'ANSYS', 'Oracle', 'Visio', 'Visual Basic .NET (VB.NET)', 'Microsoft PowerPoint']}, {'\n  Interpersonal Skills': ['Management', 'Leadership']}, {'\n  Other Skills': ['Predictive Modeling', 'SAS Base', 'Spark', 'Apache Pig', 'Hive', 'Decision Modeling', 'SAS E-Miner', 'SP3D', 'Smart Plant 3D', 'Linear Regression', 'Logistic Regression', 'Decision Trees', 'Bootstrapping']}]","Python,R,Machine Learning"
"Hyderabad, Telangana, India","[{'\n  Industry Knowledge': ['Business Strategy', 'Data Analysis', 'Data Structures', 'Programming', 'Algorithms', 'Web Analytics']}, {'\n  Tools & Technologies': ['Python', 'Pyspark', 'SQL', 'R', 'C++', 'C', 'Microsoft Excel']}, {'\n  Other Skills': ['Hive']}]","Predictive Analytics,Statistics,Machine Learning"
"Seattle, Washington","[{'\n  Industry Knowledge': ['Data Analysis', 'Web Design', 'Data Mining', 'Machine Learning', 'Programming']}, {'\n  Tools & Technologies': ['SQL', 'GIS', 'ArcGIS', 'HTML', 'C#', 'JavaScript', 'Android', 'Microsoft SQL Server', 'PHP', 'Web GIS', 'Ruby on Rails', 'R', 'HDFS']}, {'\n  Other Skills': ['ArcGIS Server', 'Flex', 'Amazon EC2', 'Data Science', 'Hive', 'Big Data Analytics', 'Knime', 'Statistical Modelilng']}]","Python,Databases,Google Maps"
"Seattle, Washington","[{'\n  Industry Knowledge': ['Machine Learning', 'Statistics', 'Data Mining', 'Business Intelligence', 'Analytics', 'Business Analysis', 'SAS Programming']}, {'\n  Tools & Technologies': ['R', 'Tableau', 'Python', 'SQL', 'Microsoft Excel', 'Visual Basic', 'Hadoop', 'VBA', 'SAS', 'Microsoft Office', 'Visual Basic for Applications (VBA)']}, {'\n  Other Skills': ['Hive', 'Linear Regression', 'Logistic Regression', 'Marketing Analytics', 'Map reduce', 'Customer Segmentation Strategy', 'Customer Analysis', 'Predictive Analytics']}]","Predictive Modeling,Data Analysis,Statistical Modeling"
"Austin, Texas Area","[{'\n  Industry Knowledge': ['Computer Science', 'Distributed Systems', 'Statistical Modeling', 'Programming', 'Statistics', 'Data Mining', 'Artificial Intelligence', 'Simulations', 'Image Processing', 'Big Data', 'Mathematics', 'Algorithms']}, {'\n  Tools & Technologies': ['C++', 'Git', 'C', 'LaTeX', 'Java', 'Eclipse']}, {'\n  Other Skills': ['Natural Language Processing', 'Programming Languages', 'Data Science', 'Recommender Systems', 'Neural Networks']}]","Machine Learning,Deep Learning,Python"
,,
Jordan,"[{'\n  Industry Knowledge': ['Big Data', 'Data Mining', 'Algorithms']}, {'\n  Tools & Technologies': ['Python', 'Java', 'Caffe', 'TensorFlow', 'Docker', 'Linux', 'MySQL']}, {'\n  Other Skills': ['Recommender Systems', 'Search Engines']}]","Machine Learning,Deep Learning,Apache Spark"
"Cambridge, Massachusetts","[{'\n  Industry Knowledge': ['Cloud Computing', 'Machine Learning', 'Big Data']}, {'\n  Tools & Technologies': ['Java', 'SQL', 'R']}, {'\n  Other Skills': ['Time Series Analysis']}]","R/Shiny Programming,Statistical Analysis,Hadoop"
,,
,,
,,
,,
"Toronto, Canada Area","[{'\n  Industry Knowledge': ['Risk Management', 'Financial Analysis', 'Portfolio Management', 'Business Analysis', 'Valuation', 'Financial Risk', 'Banking', 'Credit Risk', 'Analytics', 'Research', 'Analytical Skills']}, {'\n  Tools & Technologies': ['Microsoft Excel']}, {'\n  Interpersonal Skills': ['Management']}, {'\n  Other Skills': ['Model Building']}]","Analysis,Data Analysis,Financial Modeling"
,,
Greater Boston Area,"[{'\n  Industry Knowledge': ['Machine Learning', 'Data Warehousing', 'Database Design', 'Programming']}, {'\n  Tools & Technologies': ['Microsoft SQL Server', 'Java', 'HTML', 'CSS', 'ASP.NET', 'JavaScript', 'Microsoft Excel', 'MySQL', 'Spring MVC', 'Hibernate', 'SQL', 'SQL Server', 'AJAX', 'JSON', 'SOAP', 'C', 'C++', 'VB.NET', 'Core Java', 'C#', 'Microsoft Office', 'Microsoft Word', 'PowerPoint', 'XML', 'Databases']}, {'\n  Other Skills': ['J2EE Web Services', 'DBMS']}]","Data Analysis,R,Business Intelligence"
"London, United Kingdom","[{'\n  Industry Knowledge': ['Financial Analysis', 'Business Strategy', 'Financial Modeling', 'Computer Science', 'Strategy']}, {'\n  Tools & Technologies': ['C++']}, {'\n  Other Skills': ['Programming Languages']}]","Python,Business Analytics,Modélisation financière"
"Seattle, Washington","[{'\n  Industry Knowledge': ['Artificial Intelligence', 'Programming', 'Software Engineering', 'Software Development', 'Big Data', 'Research', 'Computer Science', 'Analysis', 'Data Mining', 'Data Analysis', 'Product Development', 'Data Modeling', 'Statistical Data Analysis']}, {'\n  Tools & Technologies': ['Matlab', 'R', 'C#', 'Java', 'SQL', 'Linux', 'C', 'LaTeX', 'Databases', '.NET', 'Python', 'Hadoop', 'MySQL']}, {'\n  Interpersonal Skills': ['People Skills', 'Problem Solving', 'Teamwork', 'Team Leadership', 'Team Building']}, {'\n  Other Skills': ['Pattern Recognition', 'Data Science', 'Spark', 'Hive', 'Positive Behavior Support', 'Innovation']}]","Machine Learning,Algorithms,C++"
"Cambridge, Massachusetts","[{'\n  Industry Knowledge': ['Physics', 'Science', 'Statistics', 'Sensors', 'Numerical Analysis', 'Electronics', 'Simulations', 'Machine Learning', 'Big Data', 'Spectroscopy']}, {'\n  Tools & Technologies': ['LaTeX', 'Matlab', 'Labview', 'SQL', 'C++']}, {'\n  Interpersonal Skills': ['Team Leadership', 'University Teaching', 'Public Speaking']}, {'\n  Other Skills': ['Monte Carlo Simulation', 'Experimentation']}]","Data Analysis,Mathematical Modeling,Scientific Computing"
"Hyderabad, Telangana, India","[{'\n  Industry Knowledge': ['Structural Analysis', 'Reinforced Concrete', 'Statistical Data Analysis', 'Data Analysis', 'Business Development', 'Business Analysis']}, {'\n  Tools & Technologies': ['MySQL', 'Hadoop', 'R', 'Matlab', 'Microsoft Excel', 'C++', 'SQL', 'Microsoft Office', 'C']}, {'\n  Interpersonal Skills': ['Team Management']}, {'\n  Other Skills': ['Apache Pig']}]","Predictive Analytics,Structural Engineering,Civil Engineering"
"Seattle, Washington","[{'\n  Industry Knowledge': ['SAS Programming', 'Business Intelligence', 'Web Development', 'Creative Writing', 'Programming', 'Project Planning', 'Business Strategy']}, {'\n  Tools & Technologies': ['R', 'Tableau', 'PHP', 'CSS', 'Hadoop', 'Java', 'HTML5', 'Microsoft Office', 'Python', 'SQL', 'HTML', 'MySQL', 'Microsoft Excel']}, {'\n  Interpersonal Skills': []}, {'\n  Other Skills': []}]","Data Analysis,Project Management,Product Management"
"Seattle, Washington","[{'\n  Industry Knowledge': ['Research', 'Statistical Data Analysis', 'Business Analytics', 'Business Strategy', 'SAS Programming', 'Statistics']}, {'\n  Tools & Technologies': ['Python', 'R', 'Tableau', 'Matlab', 'Microsoft Excel', 'C++', 'C', 'SQL']}, {'\n  Other Skills': ['Data Science', 'Deep Learning', 'Predictive Analytics']}]","Machine Learning,Data Analysis,Leadership"
"Gurgaon, Haryana, India","[{'\n  Industry Knowledge': ['Machine Learning', 'Consulting', 'Management Consulting', 'Analytics', 'Business Intelligence', 'Requirements Analysis', 'Requirements Gathering', 'Business Development', 'E-commerce', 'Analytical Skills', 'Business Strategy', 'Market Research']}, {'\n  Tools & Technologies': ['R', 'SAS', 'SQL', 'Microsoft Office']}, {'\n  Interpersonal Skills': ['Team Leadership', 'Team Management']}, {'\n  Other Skills': []}]","Business Analysis,Analysis,Management"
"Seattle, Washington","[{'\n  Industry Knowledge': ['SAS programming', 'Machine Learning', 'Data Mining', 'Data Visualization', 'Business Intelligence', 'Statistics', 'Data Analysis', 'Economics', 'Big Data', 'Finance']}, {'\n  Tools & Technologies': ['SQL', 'Microsoft Office', 'Stata', 'Python', 'Matlab']}, {'\n  Other Skills': ['MapReduce', 'Text Mining']}]","R,Hadoop,Hive"
,,
San Francisco Bay Area,"[{'\n  Industry Knowledge': ['Analytics', 'Data Analysis', 'Statistical Modeling', 'Technical Analysis', 'Economics', 'Mathematics', 'Analysis', 'SAS programming', 'Trading', 'Equity Trading', 'Regression Testing', 'Options', 'Statistical Data Analysis', 'Forecasting']}, {'\n  Tools & Technologies': ['Python', 'R programing', 'SQL', 'Bloomberg', 'Hadoop', 'Microsoft Office', 'HDFS']}, {'\n  Other Skills': ['Proprietary Trading', 'FINRA', 'Trading Strategies', 'Series 7']}]","R,Statistics,Equities"
Greater Seattle Area,"[{'\n  Industry Knowledge': ['Analysis', 'Statistics', 'Game Development', 'Data Modeling']}, {'\n  Tools & Technologies': ['R']}, {'\n  Other Skills': ['Predictive Analytics']}]","Data Mining,SQL,Data Analysis"
"Izmir, Turkey","[{'\n  Industry Knowledge': ['Physics', 'Computer Vision', 'Research', 'Algorithms', 'Image Processing', 'Data Mining', 'Statistical Modeling', 'Artificial Intelligence', 'Database Design', 'Neuroscience', 'Science', 'Data Analysis']}, {'\n  Tools & Technologies': ['Matlab', 'SQL', 'Python', 'Java', 'LaTeX', 'MySQL', 'Microsoft Office']}, {'\n  Interpersonal Skills': ['Teaching']}, {'\n  Other Skills': ['Image Analysis', 'Monte Carlo Simulation', 'Bayesian statistics', 'Artificial Neural Networks', 'Pattern Recognition', 'Braine machine interfaces', 'Brain-computer Interfaces']}]","Machine Learning,Statistics,Mathematical Modeling"
"Seattle, Washington","[{'\n  Industry Knowledge': ['Research', 'Process Improvement', 'Statistics', 'Economics', 'Market Research', 'Operations Research', 'Six Sigma', 'Business Intelligence', 'Social Media', 'Program Management']}, {'\n  Tools & Technologies': ['Microsoft Office', 'PowerPoint', 'Matlab', 'Microsoft Word', 'Visual C++']}, {'\n  Interpersonal Skills': ['Sourcing']}, {'\n  Languages': ['Chinese', 'English']}, {'\n  Other Skills': []}]","Data Analysis,Analysis,Microsoft Excel"
,,
Greater Boston Area,"[{'\n  Industry Knowledge': ['Data Mining', 'Business Intelligence', 'Volunteering', 'Market Research', 'ETL']}, {'\n  Tools & Technologies': ['R', 'Python', 'Java', 'SQL', 'SAS', 'Matlab', 'Linux', 'Tableau', 'HTML', 'MongoDB', 'Node.js', 'Stata', 'SPSS', 'Microsoft Office', 'Photoshop', 'C', 'LaTeX']}, {'\n  Interpersonal Skills': ['Teamwork', 'Team Leadership']}, {'\n  Other Skills': ['Text Mining', 'Web Scraping', 'Survival Analysis', 'LyX']}]","Data Analysis,Statistics,Machine Learning"
,,
Greater Seattle Area,"[{'\n  Industry Knowledge': ['Statistics']}, {'\n  Tools & Technologies': ['SQL', 'SAS', 'SPSS', 'EViews', 'Stata', 'Microsoft Office']}]","R,C++,Python"
San Francisco Bay Area,"[{'\n  Industry Knowledge': ['Supply Chain Management', 'International Logistics', 'Mathematical Modeling', 'Optimizations', 'Six Sigma', 'Marketing', 'Operations Management', 'Machine Learning', 'Optimization']}, {'\n  Tools & Technologies': ['R', 'Microsoft Office', 'Matlab', 'Python', 'SAP', 'Microsoft Excel', 'C', 'SAS', 'Minitab', 'SPSS', 'SQL', 'Hadoop']}, {'\n  Interpersonal Skills': ['Teamwork', 'Qualitative Research']}, {'\n  Other Skills': ['Predictive Modeling', 'Hive', 'Apache Spark']}]","Analysis,Data Analysis,Statistics"
"Houston, Texas Area","[{'\n  Industry Knowledge': ['Earth Science']}, {'\n  Tools & Technologies': ['C++']}]","Deep Learning,Earth Science,C++"
Greater Seattle Area,"[{'\n  Industry Knowledge': ['Data Mining', 'Statistical Modeling']}, {'\n  Tools & Technologies': ['SQL', 'Databases', 'SPSS', 'Microsoft Office', 'SAS']}]","R,Data Analysis,Microsoft Excel"
Greater Seattle Area,"[{'\n  Industry Knowledge': ['Usability Testing', 'Survey Design', 'Data Visualization', 'Biostatistics', 'Product Innovation', 'Quality Control', 'Biomedical Engineering', 'Data Analysis', 'Research', 'Machine Learning', 'Statistical Modeling', 'Project Management', 'Agile Methodologies', 'Ergonomics', 'Statistics', 'Database Design', 'Web Analytics', 'Data Mining']}, {'\n  Tools & Technologies': ['SQL', 'Tableau', 'R', 'Microsoft Office', 'C++', 'Java', 'ANSYS', 'Minitab', 'AutoCAD', 'MySQL', 'Oracle SQL Developer', 'Google Analytics', 'Hadoop']}, {'\n  Interpersonal Skills': ['Design Thinking']}, {'\n  Other Skills': ['Biomechanics', 'Regression Analysis', 'Optimal Workshop', 'Data Science']}]","Matlab,User-centered Design,Human Factors"
Luxembourg,"[{'\n  Industry Knowledge': ['Business Analysis', 'Business Analytics', 'Business Development']}, {'\n  Tools & Technologies': ['SQL', 'PL/SQL']}, {'\n  Interpersonal Skills': []}, {'\n  Other Skills': ['Apriori Algorithm']}]","R,Machine Learning,SAS programming"
"Bengaluru Area, India","[{'\n  Industry Knowledge': []}, {'\n  Tools & Technologies': ['Python', 'Microsoft Office', 'Microsoft Excel', 'HTML']}, {'\n  Interpersonal Skills': ['Public Speaking', 'Management']}, {'\n  Languages': ['English']}, {'\n  Other Skills': []}]","C,Matlab,C++"
,,
,,
"Seattle, Washington","[{'\n  Industry Knowledge': ['Project Management', 'CRM', 'Business Intelligence', 'Analysis', 'Business Process Improvement', 'Analytics', 'IT Strategy', 'Business Process', 'Forecasting', 'Consulting', 'Supply Chain Management', 'Vendor Management', 'Integration', 'Supply Chain', 'Strategy', 'Process Improvement', 'Telecommunications', 'Competitive Analysis', 'Change Management', 'Software Project Management', 'Business Strategy', 'Logistics', 'Outsourcing', 'Program Management', 'Product Management', 'Business Transformation', 'Six Sigma', 'Business Development', 'Requirements Analysis']}, {'\n  Tools & Technologies': ['Oracle E-Business Suite', 'Oracle', 'Enterprise Software']}, {'\n  Interpersonal Skills': ['Cross-functional Team Leadership', 'Management', 'Leadership']}, {'\n  Other Skills': ['Financials']}]","Business Analysis,ERP,Management Consulting"
"Bengaluru Area, India","[{'\n  Industry Knowledge': ['Programming', 'Data Analysis', 'SAS Programming', 'Credit Risk', 'Machine Learning', 'Statistics', 'Algorithms']}, {'\n  Tools & Technologies': ['C++', 'Microsoft Office', 'C']}, {'\n  Other Skills': ['Predictive Modeling']}]","Analytics,Matlab,SQL"
"Bellevue, Washington","[{'\n  Industry Knowledge': ['Business Intelligence', 'Statistics', 'Business Analysis']}, {'\n  Tools & Technologies': ['Tableau', 'SQL Server Reporting Services (SSRS)', 'Databases', 'Python']}, {'\n  Other Skills': []}]","Analytics,R,SQL"
"Seattle, Washington","[{'\n  Industry Knowledge': ['Requirements Analysis', 'SDLC', 'Data Warehousing', 'Business Analysis', 'Software Development', 'Agile Methodologies', 'Data Analysis', 'Software Project Management', 'Analytics', 'Business Intelligence', 'Software Development Life Cycle (SDLC)', 'Data Mining', 'Project Management']}, {'\n  Tools & Technologies': ['R', 'SQL', 'Oracle', 'Java', 'Microsoft SQL Server', 'PL/SQL', 'Python', 'Tableau', 'python']}, {'\n  Interpersonal Skills': ['Team Management']}, {'\n  Other Skills': ['Predictive Modeling', 'Spark', 'NumPy', 'SciPy', 'Matplotlib', 'NLTK']}]","Business Analytics,Predictive Analytics,Machine Learning"
"Seattle, Washington","[{'\n  Industry Knowledge': ['ETL', 'Data Analysis', 'Data Visualization', 'Statistics', 'Statistical Modeling', 'Analytics', 'Business Analysis', 'Business Analytics']}, {'\n  Tools & Technologies': ['SQL', 'SAS Visual Analytics', 'R', 'Informatica', 'HTML', 'C', 'Matlab', 'VBA', 'PHP', 'CSS', 'Microsoft Office', 'Microsoft Excel', 'Microsoft Word', 'PowerPoint']}, {'\n  Other Skills': ['SAS Data Integration']}]","Tableau,Business Intelligence,Hive"
Greater Seattle Area,"[{'\n  Industry Knowledge': ['Machine Learning', 'Data Mining', 'Statistical Modeling', 'Big Data', 'Quantitative Analytics', 'Data Analysis', 'Business Analysis', 'SAS Programming', 'Product Development', 'Data Visualization', 'Project Management', 'Statistics', 'Research']}, {'\n  Tools & Technologies': ['SQL', 'Python', 'Tableau', 'Matlab', 'Hadoop', 'VBA', 'Microsoft Office', 'Microsoft Excel', 'C', 'C++', 'PowerPoint', 'Microsoft Word']}, {'\n  Interpersonal Skills': ['Team Leadership', 'Leadership']}, {'\n  Other Skills': ['Predictive Analytics', 'Text Mining', 'Logistic Regression', 'A/B Testing', 'Statistical Inference', 'Exploratory Data Analysis', 'Hypothesis Testing', 'Linear Regression', 'Regression Analysis', 'Hive']}]","Analytics,SAS,R"
Greater Seattle Area,"[{'\n  Industry Knowledge': ['Machine Learning', 'TDD', 'Web Services', 'Unit Testing', 'Scrum', 'Agile Methodologies', 'Agile', 'Software Development']}, {'\n  Tools & Technologies': ['SQL', 'Git', 'MongoDB', 'JUnit', 'JIRA', 'Linux', 'R', 'JavaScript', 'AngularJS']}, {'\n  Other Skills': ['Natural Language Processing', 'A/B Testing', 'Logistic Regression', 'Linear Regression', 'Spark', 'GWT', 'SciPy', 'NumPy', 'Pair Programming', 'Mobile Product Development']}]","Java,Data Science,Python"
Greater Seattle Area,"[{'\n  Industry Knowledge': ['Data Analysis', 'Statistics', 'Data Visualization', 'Optimization', 'Mathematical Modeling']}, {'\n  Tools & Technologies': ['R', 'SAS', 'SQL', 'Minitab', 'Matlab', 'Microsoft Excel', 'MySQL']}]","Data Mining,Python,Machine Learning"
,,
,,
,,
,,
San Francisco Bay Area,"[{'\n  Industry Knowledge': ['Optimizations', 'Optimization', 'Computer Science', 'Data Mining', 'Algorithms', 'Mathematical Modeling', 'Image Processing']}, {'\n  Tools & Technologies': ['Matlab', 'R', 'Java', 'C++', 'C#', 'LaTeX']}, {'\n  Other Skills': ['Applied Mathematics', 'Pattern Recognition']}]","Machine Learning,Artificial Intelligence,Statistics"
,,
Greater Seattle Area,"[{'\n  Industry Knowledge': ['Image Processing', 'Machine Learning', 'Research', 'Computer Vision']}, {'\n  Tools & Technologies': ['ArcGIS', 'Tableau', 'LaTeX', 'Microsoft Excel', 'Microsoft Office', 'PowerPoint', 'Java', 'C++', 'HTML', 'Arduino', 'SQL']}, {'\n  Interpersonal Skills': ['Teamwork', 'Public Speaking']}, {'\n  Other Skills': ['CartoDB', 'Raspberry Pi', 'MapReduce', 'Natural Language Processing', 'Apache Spark']}]","Python,R,D3.js"
,,
Greater Los Angeles Area,"[{'\n  Industry Knowledge': ['Mechanical Engineering', 'Finite Element Analysis', 'CFD', 'Fluid Mechanics', 'Programming', 'Software Engineering', 'Web Development', 'Web Design', 'Manufacturing', 'Simulations', 'Engineering', 'Software Development', 'System Administration', 'Civil Aviation', 'Manufacturing Engineering', 'Pilot', 'Design for Manufacturing']}, {'\n  Tools & Technologies': ['Java', 'JavaScript', 'AutoCAD', 'HTML', 'Perl', 'SQL', 'R', 'Ubuntu', 'ANSYS', 'Bash', 'Catia', 'Debian', 'Simulink']}, {'\n  Interpersonal Skills': ['Management', 'Team Management', 'University Teaching']}, {'\n  Other Skills': ['Fluid Dynamics', 'Biomechanics', 'Data Science', 'Microfluidics', 'Algorithm Analysis', 'Multiphase Flow', 'Knime', 'Material Selection', 'Kinesiology']}]","Matlab,C++,Linux"
