country,skill_sets,top_skills
"San Jose, California","[{'\n  Industry Knowledge': ['Data Management', 'Statistical Modeling', 'SAS programming', 'Data Mining', 'Biostatistics', 'Analysis', 'Design of Experiments', 'Clinical Trials', 'SAS Programming']}, {'\n  Tools & Technologies': ['SAS', 'Minitab', 'Matlab', 'C++', 'SPSS', 'C', 'MATLAB']}, {'\n  Languages': ['Chinese', 'English']}, {'\n  Other Skills': []}]","Statistics,Data Analysis,R"
Greater Seattle Area,"[{'\n  Industry Knowledge': []}, {'\n  Tools & Technologies': []}, {'\n  Other Skills': []}]",
"Pittsburgh, Pennsylvania","[{'\n  Industry Knowledge': ['Econometrics', 'Writing', 'Economics', 'Machine Learning', 'Data Mining']}, {'\n  Tools & Technologies': ['Stata', 'Python', 'PL/SQL', 'Microsoft Excel']}, {'\n  Interpersonal Skills': ['Critical Thinking', 'Teaching', 'Leadership', 'Public Speaking', 'Community Outreach', 'Leadership Development']}, {'\n  Other Skills': ['Linear Algebra']}]","Data Analysis,Statistical Modeling,R"
San Francisco Bay Area,"[{'\n  Industry Knowledge': ['Statistics', 'Algorithms', 'Data Analysis']}, {'\n  Tools & Technologies': ['Python', 'Matlab', 'R', 'Mathematica', 'C++']}, {'\n  Other Skills': []}]","Machine Learning,Apache Spark,Hadoop"
"Palo Alto, California","[{'\n  Industry Knowledge': ['Corporate Finance', 'Financial Analysis', 'Economics', 'Statistics', 'Research', 'Analysis', 'Financial Modeling', 'Data Analysis', 'Financial accounting', 'Auditing', 'Programming']}, {'\n  Tools & Technologies': ['C', 'C++', 'Matlab', 'Java']}, {'\n  Interpersonal Skills': []}, {'\n  Languages': ['Mandarin']}, {'\n  Other Skills': ['Certified Public Accountant, ROC', 'Data Science']}]","Python,R,Corporate Finance"
"Seattle, Washington","[{'\n  Industry Knowledge': ['Data Analysis', 'Medical Imaging', 'Algorithms', 'Machine Learning', 'Signal Processing', 'Statistical Modeling', 'Mathematical Modeling', 'Biomedical Engineering', 'Statistics', 'Research']}, {'\n  Tools & Technologies': ['C++', 'LaTeX', 'Python', 'R', 'Linux', 'SQL']}, {'\n  Other Skills': ['Image Analysis']}]","Image Processing,Matlab,Computer Vision"
,,
San Francisco Bay Area,"[{'\n  Industry Knowledge': ['Statistics', 'Optimization', 'Forecasting', 'Statistical Data Analysis', 'Artificial Intelligence']}, {'\n  Tools & Technologies': ['Python', 'Julia', 'Jupyter', 'Docker']}, {'\n  Other Skills': ['Data Science', 'Hypothesis Testing', 'Neural Networks', 'Linear Algebra']}]","Machine Learning,Data Analysis,Statistical Modeling"
San Francisco Bay Area,"[{'\n  Industry Knowledge': ['Statistics', 'Data Analysis', 'Project Management', 'Research']}, {'\n  Tools & Technologies': ['Python', 'JavaScript', 'Microsoft Excel', 'SQL', 'PowerPoint']}, {'\n  Interpersonal Skills': ['Public Speaking', 'Teaching', 'Thought Leadership']}, {'\n  Other Skills': ['Consumer Insight']}]","Java,Computer Science,C++"
"San Francisco, California","[{'\n  Industry Knowledge': ['Statistics', 'Analysis']}, {'\n  Tools & Technologies': ['Java', 'Microsoft Office']}, {'\n  Interpersonal Skills': ['Problem Solving']}, {'\n  Other Skills': ['CQG']}]","Python,Rock Climbing,Commodity"
"Seattle, Washington","[{'\n  Industry Knowledge': ['Machine Learning', 'Algorithms', 'Software Engineering', 'Programming', 'Computer Science', 'Software Development', 'Software Design', 'Object Oriented Design', 'OOP', 'Signal Processing', 'Data Mining', 'Simulations', 'Cloud Computing', 'Object-Oriented Programming (OOP)']}, {'\n  Tools & Technologies': ['C++', 'Linux', 'C', 'UML', 'Python', 'C#', 'Matlab', 'LaTeX', 'Embedded Systems', 'Git', 'Eclipse', 'Perl', 'Unified Modeling Language (UML)']}, {'\n  Other Skills': ['Natural Language Processing', 'Cloud Applications', 'Mobile Cloud']}]","Applied Research,Data Science,Data Analytics"
"New York, New York","[{'\n  Industry Knowledge': ['Data Analysis', 'Numerical Analysis']}, {'\n  Tools & Technologies': ['SQL', 'Java', 'LaTeX', 'Matlab']}, {'\n  Other Skills': []}]","Internet,Python,Machine Learning"
"London, United Kingdom","[{'\n  Industry Knowledge': ['Econometrics', 'Data Analysis']}]","Python,R,Stata"
"New York, New York","[{'\n  Industry Knowledge': []}, {'\n  Tools & Technologies': ['C++', 'Microsoft Office', 'Microsoft Excel']}, {'\n  Other Skills': ['Reading']}]","Statistics,Mathematics,C++"
"Menlo Park, California","[{'\n  Industry Knowledge': ['Machine Learning', 'Blogging', 'Statistics', 'Research', 'Modeling', 'Social Media', 'Soccer']}, {'\n  Tools & Technologies': ['SQL', 'PostgreSQL', 'Stata', 'Microsoft Office', 'Microsoft Word', 'Microsoft Excel']}, {'\n  Other Skills': ['Audience Measurement', 'Data Science']}]","Data Analysis,R,Python"
"Seattle, Washington","[{'\n  Industry Knowledge': ['Shell Scripting', 'Programming', 'Data Analysis', 'Statistics', 'Statistical Modeling']}, {'\n  Tools & Technologies': ['Linux', 'PHP', 'JavaScript', 'Matlab', 'LaTeX', 'SAS', 'C++']}, {'\n  Interpersonal Skills': ['Teaching', 'Public Speaking']}, {'\n  Other Skills': ['NumPy', 'Data Science']}]","Python,HTML,R"
,,
,,
"Los Angeles, California","[{'\n  Industry Knowledge': ['Entrepreneurship', 'Product Management', 'Analytics']}, {'\n  Tools & Technologies': ['C++']}, {'\n  Other Skills': ['Data Science']}]","Finance,Software Engineering,Software Development"
"Santa Clara, California","[{'\n  Industry Knowledge': ['Research', 'Economics', 'Statistical Data Analysis', 'Marketing', 'Marketing Strategy', 'Social Media', 'Event Planning']}, {'\n  Tools & Technologies': ['Java', 'Microsoft Office', 'C', 'Hadoop', 'Matlab', 'Photoshop', 'Microsoft Excel', 'PowerPoint', 'HTML', 'Microsoft Word', 'Stata']}, {'\n  Interpersonal Skills': ['Public Speaking', 'Leadership', 'Teamwork']}]","Python,R,SQL"
San Francisco Bay Area,"[{'\n  Industry Knowledge': ['Algorithms', 'Physics', 'Simulations', 'Materials Science', 'Nanotechnology', 'Characterization', 'Analytics']}, {'\n  Tools & Technologies': ['Python', 'Perl', 'C++']}, {'\n  Other Skills': ['Photolithography', 'EDA']}]","Semiconductors,Optics,Semiconductor Industry"
,,
,,
"Menlo Park, California","[{'\n  Industry Knowledge': ['Machine Learning', 'Image Processing']}, {'\n  Tools & Technologies': ['R', 'Matlab', 'C++', 'C', 'LaTeX', 'Microsoft Office']}, {'\n  Other Skills': []}]","Python,Machine Learning,Image Processing"
,,
San Francisco Bay Area,"[{'\n  Industry Knowledge': ['Data Analysis']}, {'\n  Tools & Technologies': []}, {'\n  Other Skills': []}]","PostgreSQL,Python,R"
"Seattle, Washington","[{'\n  Industry Knowledge': ['Machine Learning', 'Biomedical Engineering', 'Statistics', 'Data Visualization', 'Signal Processing', 'Research', 'Big Data', 'Electrical Engineering', 'Neuroscience', 'Design of Experiments', 'Medical Devices', 'Algorithms', 'Cloud Computing']}, {'\n  Tools & Technologies': ['Tableau', 'SQL', 'Matlab', 'Labview', 'Hadoop']}, {'\n  Other Skills': ['Computational Modeling', 'Data Analytics', 'Electrophysiology']}]","Data Science,Data Analysis,Python"
Greater Seattle Area,"[{'\n  Industry Knowledge': ['Data Mining', 'Statistical Data Analysis', 'Shell Scripting', 'Data Analysis']}, {'\n  Tools & Technologies': ['Python', 'Hadoop', 'SQL', 'Scala', 'C', 'R']}, {'\n  Interpersonal Skills': ['Public Speaking']}, {'\n  Other Skills': ['Neural Networks', 'Decision Trees', 'Apache Spark', 'Gradient Boosting', 'probabilistic theory', 'information theory', 'Digital Signal Processing', 'Support vector machine', 'Multivariate Analysis', 'Data Science']}]","Machine Learning,Statistics,Matlab"
"London, United Kingdom","[{'\n  Industry Knowledge': ['Data Analysis', 'Analysis', 'Data Mining', 'Statistical Modeling', 'Research', 'Machine Learning', 'Economics', 'Business Analysis', 'Econometrics', 'Quantitative Analytics', 'Segmentation']}, {'\n  Tools & Technologies': ['SQL', 'Python', 'Matlab']}, {'\n  Other Skills': ['Time Series Analysis', 'Ecommerce Analytics']}]","Statistics,R,Analytics"
"Mountain View, California","[{'\n  Industry Knowledge': ['Business Intelligence', 'ETL', 'Consulting', 'Agile Methodologies', 'Business Analysis', 'Professional Services', 'Data Analysis', 'Extract, Transform, Load (ETL)']}, {'\n  Tools & Technologies': ['Informatica', 'Microsoft SQL Server', 'Databases', 'PL/SQL', 'Unix', 'VBA', 'SAS', 'SSIS', 'SSRS', 'SQL', 'Linux']}, {'\n  Interpersonal Skills': ['Management']}, {'\n  Other Skills': ['Microstrategy', 'OBIEE']}]","Data Warehousing,Tableau,Oracle"
Greater Seattle Area,"[{'\n  Industry Knowledge': ['Social Media', 'User Experience', 'Data Analysis', 'Statistics', 'Product Design', 'Editing', 'Social Media Marketing', 'Analysis', 'Online Marketing']}, {'\n  Tools & Technologies': ['PowerPoint', 'Photoshop', 'Java', 'Final Cut Pro', 'Microsoft Word', 'Tableau', 'Flash', 'C', 'Microsoft SQL Server', 'Python', 'SQL Server Management Studio', 'Microsoft PowerPoint', 'CSS']}, {'\n  Interpersonal Skills': ['Customer Service', 'Teamwork', 'Team Leadership', 'Leadership']}, {'\n  Other Skills': ['Customer Analysis']}]","Microsoft Excel,Microsoft Office,HTML"
United States,"[{'\n  Industry Knowledge': ['Analysis', 'Entrepreneurship', 'Project Management']}, {'\n  Tools & Technologies': ['R', 'Microsoft Office', 'Matlab', 'C++', 'SAS', 'SPSS', 'JavaScript', 'Photoshop', 'Microsoft Excel', 'SQL', 'Tableau']}, {'\n  Interpersonal Skills': ['Management']}, {'\n  Other Skills': ['Hive']}]","Data Analysis,Statistics,Research"
United States,"[{'\n  Industry Knowledge': ['Data Mining', 'Statistical Modeling', 'Data Analysis', 'Mobile Advertising', 'Financial Modeling', 'Fixed Income', 'Risk Management']}, {'\n  Tools & Technologies': ['R', 'SAS']}, {'\n  Other Skills': ['Time Series Analysis', 'Ad Tech', 'Audience Segmentation', 'Quantitative Finance']}]","Python,Predictive Modeling,Machine Learning"
"San Francisco, California","[{'\n  Industry Knowledge': ['Statistical Modeling', 'Medical Imaging', 'Start-ups', 'Biomedical Engineering', 'Market Research', 'Business Analytics', 'Algorithms', 'Data Analysis', 'Animal Models', 'Cancer', 'Biotechnology', 'Cell Culture', 'PCR', 'Molecular Biology', 'Spectroscopy', 'R&D', 'Entrepreneurship']}, {'\n  Tools & Technologies': ['Matlab']}, {'\n  Other Skills': ['Data Science', 'Cancer Research', 'MRI']}]","SQL,Python,Machine Learning"
San Francisco Bay Area,"[{'\n  Industry Knowledge': []}, {'\n  Tools & Technologies': []}, {'\n  Interpersonal Skills': []}, {'\n  Other Skills': []}]",
San Francisco Bay Area,"[{'\n  Industry Knowledge': ['Big Data', 'Research', 'Statistics', 'Data Visualization', 'Statistical Modeling', 'Computer Science', 'Human Computer Interaction', 'Research Design', 'Algorithms', 'Analytics']}, {'\n  Tools & Technologies': ['R', 'Hadoop', 'Python']}, {'\n  Other Skills': ['Text Mining', 'Semantic Web', 'Natural Language Processing']}]","Social Network Analysis,Data Analysis,Data Mining"
Lithuania,"[{'\n  Industry Knowledge': ['Economics', 'Machine Learning']}, {'\n  Tools & Technologies': ['R', 'R programming', 'SQL']}, {'\n  Interpersonal Skills': ['Teaching']}, {'\n  Other Skills': ['Econometric Modeling', 'Hive', 'Vertica']}]","Statistics,Econometrics,Research"
,,
"London, United Kingdom","[{'\n  Industry Knowledge': []}, {'\n  Tools & Technologies': []}, {'\n  Interpersonal Skills': []}]",
,,
"Berkeley, California","[{'\n  Industry Knowledge': ['Program Management', 'Social Media', 'Research', 'Business Strategy', 'Project Planning']}, {'\n  Tools & Technologies': ['Microsoft Office', 'Access', 'VBA']}, {'\n  Interpersonal Skills': ['Management']}, {'\n  Languages': ['French', 'Spanish']}]","HTML,Project Management,Web Development"
Greater Seattle Area,"[{'\n  Industry Knowledge': ['Data Mining', 'Business Analysis', 'Lean Management', 'Data Warehousing', 'Business Process Improvement', 'Data Management']}, {'\n  Tools & Technologies': ['SQL', 'Tableau', 'Databases', 'Java']}]","Analytics,Data Analysis,Business Intelligence"
,,
,,
San Francisco Bay Area,"[{'\n  Industry Knowledge': ['User Experience', 'Mobile Applications', 'Usability Testing', 'User-centered Design', 'Interaction Design']}, {'\n  Tools & Technologies': ['R', 'Python', 'Tableau', 'SPSS', 'Java', 'HTML', 'MySQL', 'Microsoft Office']}, {'\n  Interpersonal Skills': ['Interviews']}, {'\n  Other Skills': ['Experimental Design', 'Amazon Redshift', 'A/B testing', 'Agile Application Development', 'User Scenarios', 'Ethnography', 'Looker', 'Snowplow']}]","SQL,Analytics,Statistics"
San Francisco Bay Area,"[{'\n  Industry Knowledge': []}, {'\n  Tools & Technologies': ['R']}]","SQL,R"
San Francisco Bay Area,"[{'\n  Industry Knowledge': ['Research', 'Economics', 'Econometrics', 'Statistical Modeling', 'Urban Planning']}, {'\n  Tools & Technologies': ['R', 'Microsoft Office', 'Microsoft Excel', 'SPSS', 'Python', 'SAS', 'PowerPoint', 'Microsoft Word']}, {'\n  Interpersonal Skills': ['Teaching']}, {'\n  Languages': ['English']}]","Statistics,Data Analysis,Stata"
San Francisco Bay Area,"[{'\n  Industry Knowledge': ['Research', 'Optimization', 'Supply Chain Management', 'Algorithms', 'Business Strategy']}, {'\n  Tools & Technologies': ['R', 'LaTeX', 'C++']}, {'\n  Interpersonal Skills': ['Management']}, {'\n  Other Skills': []}]","Data Analysis,Statistics,Economics"
San Francisco Bay Area,"[{'\n  Industry Knowledge': ['Statistical Modeling', 'Biostatistics', 'Research', 'Data Analysis', 'Data Mining']}, {'\n  Other Skills': ['Time Series Analysis', 'Cluster Analysis', 'Survival Analysis']}]","SAS,R,Statistics"
San Francisco Bay Area,"[{'\n  Industry Knowledge': ['Computer Science', 'Business Analysis', 'Mechanical Engineering', 'Business']}, {'\n  Tools & Technologies': ['PHP', 'Solidworks']}, {'\n  Interpersonal Skills': []}, {'\n  Other Skills': ['Investment Valuation']}]","Data Analysis,R,MySQL"
"Seattle, Washington","[{'\n  Industry Knowledge': ['Data Analysis']}, {'\n  Tools & Technologies': ['Stata', 'Matlab']}, {'\n  Other Skills': ['Economic Research', 'Competition Economics']}]","Econometrics,Statistics,Quantitative Analytics"
San Francisco Bay Area,"[{'\n  Industry Knowledge': ['Statistics', 'Machine Learning', 'Data Analysis', 'Blogging', 'Copy Editing', 'Social Media', 'Journalism', 'Proofreading']}, {'\n  Tools & Technologies': ['Python', 'MongoDB', 'Microsoft Office', 'HTML', 'PowerPoint', 'Matlab', 'WordPress', 'Facebook']}, {'\n  Other Skills': ['LTV', 'Natural Language Processing']}]","Research,Creative Writing,Editing"
"Menlo Park, California","[{'\n  Industry Knowledge': ['Data Analysis', 'Statistical Modeling', 'Programming', 'Analysis', 'Research', 'Hotels', 'Analytical Skills', 'CRM', 'SAS Programming']}, {'\n  Tools & Technologies': ['Microsoft Excel', 'SPSS', 'VBA', 'Microsoft Office', 'Access', 'Tableau', 'Advanced Excel', 'R', 'Python']}, {'\n  Interpersonal Skills': ['Public Speaking', 'Management']}, {'\n  Other Skills': ['SAS Certified Base Programmer', 'Computational Statistics', 'Consumer Data Analysis']}]","Statistics,SAS,SQL"
San Francisco Bay Area,"[{'\n  Industry Knowledge': ['Analysis', 'Data Analysis', 'Public Policy', 'Data Mining', 'Business Strategy', 'Analytics']}, {'\n  Tools & Technologies': ['Stata', 'Microsoft Excel', 'R']}, {'\n  Interpersonal Skills': ['Qualitative Research']}, {'\n  Other Skills': ['International Economics', 'Health Economics', 'Healthcare Analytics']}]","Economics,Econometrics,Statistics"
"Mountain View, California","[{'\n  Industry Knowledge': ['Analytics', 'Machine Learning', 'Data Mining', 'Big Data', 'Distributed Systems', 'Mobile Applications', 'Scalability']}, {'\n  Tools & Technologies': ['Python', 'Hadoop']}, {'\n  Other Skills': ['Hive']}]","Start-ups,Online Advertising,Analytics"
,,
San Francisco Bay Area,"[{'\n  Industry Knowledge': ['Big Data', 'Machine Learning']}, {'\n  Tools & Technologies': ['Embedded Systems']}, {'\n  Other Skills': ['Deep Learning', 'Data Science', 'Hardware Analysis', 'Software Analysis', 'Apache Spark']}]","Python,C,Java"
,,
San Francisco Bay Area,"[{'\n  Industry Knowledge': []}, {'\n  Tools & Technologies': []}]",
,,
,,
South Africa,"[{'\n  Industry Knowledge': ['Technical Writing', 'Academic Writing', 'Mathematics', 'Data Analysis', 'Programming', 'Research', 'Statistics', 'Algorithms', 'Mathematical Modeling']}, {'\n  Tools & Technologies': ['Matlab']}, {'\n  Interpersonal Skills': ['Problem Solving']}, {'\n  Other Skills': ['Number Theory', 'Complex Analysis']}]","Python,Teaching,Mathematical Programming"
"Houston, Texas","[{'\n  Industry Knowledge': ['Statistical Modeling', 'Programming', 'Data Analysis', 'Web Development', 'Data Visualization', 'Statistics', 'Numerical Analysis', 'Research']}, {'\n  Tools & Technologies': ['Python', 'C++', 'JavaScript', 'Perl', 'Visual Studio', 'Linux', 'Fortran']}, {'\n  Other Skills': ['Data Science', 'Experimental Physics', 'High Performance Computing', 'Scientific Computing', 'Astrophysics']}]","Statistical Data Analysis,Statistical Modeling,Programming"
"Seattle, Washington","[{'\n  Industry Knowledge': ['Patents', 'Analysis', 'Software Development', 'Numerical Analysis', 'Intellectual Property', 'Technical Writing', 'Game Design', 'Physics', 'Trademarks', 'Electrical Engineering', 'Mechanical Engineering', 'Mathematics', 'Legal Writing', 'Thin Films', 'CAD/CAM', 'Optics']}, {'\n  Tools & Technologies': ['Microsoft Excel', 'MySQL', 'R']}, {'\n  Other Skills': ['Invention', 'Patent Prosecution', 'Prototype']}]","Research,Analytics,Start-ups"
San Francisco Bay Area,"[{'\n  Industry Knowledge': ['User Interface Design', 'Online Marketing', 'Web Development', 'Analytics', 'Usability', 'Conversion Optimization', 'Digital Marketing', 'Mobile Applications', 'Online Advertising', 'Scrum', 'Usability Testing', 'Product Management', 'Information Architecture']}, {'\n  Tools & Technologies': ['PHP', 'Google Adwords', 'Python', 'MySQL', 'hadoop', 'Microsoft Excel']}, {'\n  Interpersonal Skills': []}, {'\n  Other Skills': ['hive', 'Яндекс.Метрика', 'Яндекс.Директ']}]","Web Analytics,User Experience,Google Analytics"
"Menlo Park, California","[{'\n  Industry Knowledge': ['Research', 'Data Mining', 'Computer Science', 'Artificial Intelligence']}, {'\n  Tools & Technologies': ['Matlab', 'LaTeX']}, {'\n  Other Skills': ['Natural Language Processing', 'Pattern Recognition']}]","Machine Learning,Algorithms,Python"
"Santa Clara, California","[{'\n  Industry Knowledge': ['SOA', 'Cloud Computing', 'Distributed Systems', 'TCP/IP', 'Integration', 'Software Development', 'Agile Methodologies', 'E-commerce']}, {'\n  Tools & Technologies': ['JSP', 'JMS', 'SQL', 'Linux', 'Spring Framework', 'Servlets', 'Websphere', 'SOAP', 'Solaris', 'Hadoop', 'REST', 'XML', 'Unix', 'Databases', 'JDBC']}, {'\n  Other Skills': ['CVS']}]","Java Enterprise Edition,Spring,EJB"
San Francisco Bay Area,"[{'\n  Industry Knowledge': ['Data Visualization', 'Forecasting', 'Business Intelligence', 'Data Mining', 'Statistics', 'Data Modeling', 'Strategy', 'Research']}, {'\n  Tools & Technologies': ['R', 'SQL', 'PostgreSQL', 'Tableau', 'Ruby']}, {'\n  Interpersonal Skills': ['Leadership', 'Management']}, {'\n  Other Skills': ['Price Setting']}]","Analytics,Data Analysis,Statistical Modeling"
San Francisco Bay Area,"[{'\n  Industry Knowledge': ['Algorithms', 'Data Analysis', 'Big Data', 'Software Engineering', 'Cloud Computing', 'Software Development', '4G', 'Wireless', 'Mobile Devices', 'Telecommunications', 'CDMA']}, {'\n  Tools & Technologies': ['R', 'SQL', 'C++', 'Java', 'C', 'LTE', 'WiMAX']}, {'\n  Other Skills': ['Data Science', 'Exploratory Data Analysis']}]","Python,Machine Learning,Predictive Modeling"
,,
"Menlo Park, California","[{'\n  Industry Knowledge': ['Data Mining', 'Statistics', 'Machine Learning']}, {'\n  Tools & Technologies': ['Python', 'Microsoft SQL Server', 'PL/SQL', 'Oracle', 'SSIS', 'T-SQL', 'SSRS']}, {'\n  Other Skills': ['SSAS 2008']}]","Data Analysis,SQL,Databases"
San Francisco Bay Area,"[{'\n  Industry Knowledge': ['Process Improvement', 'Analysis', 'Design of Experiments', 'Project Management', 'Physics', 'Statistical Modeling', 'Machine Learning', 'Algorithms', 'Analytical Skills']}, {'\n  Tools & Technologies': ['Python', 'Scala', 'SQL', 'Pandas', 'PostgreSQL', 'Linux', 'Git']}, {'\n  Other Skills': ['Data Science', 'Spark', 'NumPy', 'Functional Programming', 'Data Engineering']}]","Data Analysis,Statistics,Six Sigma"
,,
San Francisco Bay Area,"[{'\n  Industry Knowledge': ['Optimization', 'Statistics', 'Data Analysis', 'Simulations', 'Algorithms', 'Data Mining', 'Statistical Modeling', 'Machine Learning', 'Statistical Data Analysis']}, {'\n  Tools & Technologies': ['R', 'LaTeX', 'C++', 'SQL', 'SAS', 'C#']}, {'\n  Other Skills': ['CPLEX', 'Time Series Analysis', 'GAMS', 'Stochastic Optimization', 'Predictive Modeling']}]","Mathematical Modeling,Matlab,Operations Research"
San Francisco Bay Area,"[{'\n  Industry Knowledge': ['Computer Science', 'Algorithms', 'Programming', 'Statistical Modeling', 'Distributed Systems', 'Data Analysis', 'Mathematical Modeling', 'Software Engineering', 'Research', 'Statistics', 'Software Development']}, {'\n  Tools & Technologies': ['Python', 'LaTeX', 'C', 'Java', 'C++', 'MySQL', 'R', 'Matlab', 'Linux', 'XML', 'PHP']}, {'\n  Other Skills': ['Probability', 'Game Theory']}]","Machine Learning,Artificial Intelligence,Data Mining"
Greater Seattle Area,"[{'\n  Industry Knowledge': ['Physics']}, {'\n  Tools & Technologies': ['Java', 'C', 'Fortran']}, {'\n  Other Skills': ['Scientific Computing', 'Monte Carlo Simulation']}]","Matlab,C++,Numerical Analysis"
,,
San Francisco Bay Area,"[{'\n  Industry Knowledge': ['ETL', 'Machine Learning', 'Simulations', 'Data Analysis', 'Data Visualization']}, {'\n  Tools & Technologies': ['SQL', 'Tableau', 'Microsoft Excel', 'MySQL', 'Matlab']}, {'\n  Other Skills': ['IDL']}]","Statistics,Analytics,Python"
United States,"[{'\n  Industry Knowledge': ['Data Analysis', 'Statistics', 'Data Mining', 'Econometrics']}, {'\n  Tools & Technologies': ['Stata', 'LaTeX', 'SQL']}, {'\n  Other Skills': ['Logistic Regression', 'Time Series Analysis', 'MS Excel Pivot Tables']}]","SAS,R,Statistical Modeling"
"San Francisco, California","[{'\n  Industry Knowledge': ['Statistics', 'Programming', 'Data Mining', 'Analytics']}, {'\n  Tools & Technologies': ['R', 'Python', 'SAS', 'Tableau', 'SQL', 'Git', 'Unix', 'Arduino', 'Matlab', 'Microsoft Office']}, {'\n  Interpersonal Skills': []}, {'\n  Other Skills': ['Probability Theory', 'Time Series Analysis', 'SAS E-Miner', 'Web Scraping']}]","Predictive Modeling,Data Analysis,Marketing Analytics"
San Francisco Bay Area,"[{'\n  Industry Knowledge': ['Statistics', 'Machine Learning']}, {'\n  Tools & Technologies': []}]","Python,SQL,Statistics"
San Francisco Bay Area,"[{'\n  Industry Knowledge': ['Statistics', 'Financial Modeling', 'Analysis', 'Financial Analysis', 'Economics']}, {'\n  Tools & Technologies': ['C++', 'Microsoft Excel', 'Microsoft Office', 'SAS', 'SPSS', 'C/C++']}, {'\n  Other Skills': ['Quantitative Finance']}]","R,Data Analysis,Matlab"
San Francisco Bay Area,"[{'\n  Industry Knowledge': ['Mobile Devices', 'Start-ups']}]","Analytics,Product Management,Competitive Analysis"
Greater Seattle Area,"[{'\n  Industry Knowledge': ['Economics', 'Research', 'Market Research', 'Econometrics']}, {'\n  Tools & Technologies': ['Python', 'Tableau', 'Microsoft Excel', 'SPSS', 'STATA', 'SQL', 'Amazon Web Services (AWS)']}, {'\n  Other Skills': ['Economic Research', 'Data Science', 'Spark']}]","Machine Learning,Statistics,Data Analysis"
United Kingdom,"[{'\n  Industry Knowledge': ['Analytics', 'Statistical Modeling', 'Data Analysis']}, {'\n  Tools & Technologies': ['Databases', 'Microsoft Excel']}, {'\n  Other Skills': ['Predictive Modeling', 'Predictive Analytics']}]","SAS,Analysis,Statistics"
,,
San Francisco Bay Area,"[{'\n  Industry Knowledge': ['Analytics', 'Business Process', 'E-commerce']}, {'\n  Tools & Technologies': ['Microsoft Excel', 'VBA', 'C++', 'Matlab', 'Visio', 'Microsoft Word']}, {'\n  Interpersonal Skills': ['Management', 'Team Leadership']}]","Databases,SQL,Analytics"
,,
"San Francisco, California","[{'\n  Industry Knowledge': ['Data Mining']}, {'\n  Tools & Technologies': ['Perl', 'Databases', 'PHP', 'Java', 'C++', 'JavaScript', 'XML', 'Hadoop', 'C', 'SQL Server', 'SAS', 'JSP', 'PostgreSQL', 'Access', 'UML', 'Unix', 'HTML', 'R']}, {'\n  Other Skills': ['Survival Analysis', 'Time Series Analysis', 'S-Plus']}]","SQL,Python,MySQL"
San Francisco Bay Area,"[{'\n  Industry Knowledge': ['Data Analysis', 'ETL', 'Requirements Analysis', 'Data Modeling', 'Data Mining', 'Healthcare IT', 'Social Media Marketing', 'ERP', 'Testing', 'SEO', 'E-commerce', 'Web Analytics']}, {'\n  Tools & Technologies': ['SSIS', 'SQL', 'Oracle', 'SSRS', 'T-SQL', 'Databases', 'PL/SQL', 'Crystal Reports', 'MySQL', 'Google Adwords', 'Google Analytics', 'Magento', 'Hadoop', 'Linux', 'Visual Studio']}, {'\n  Other Skills': ['Analysis Services', 'SQL Server 2008 R2', 'SSAS', 'Dimensional Modeling', 'MS Office Suite', 'OLAP', 'Dashboard']}]","Data Warehousing,Business Intelligence,Microsoft SQL Server"
Greater New York City Area,[{'\n  Tools & Technologies': []}],"Data Analytics,Microsoft Excel"
San Francisco Bay Area,"[{'\n  Industry Knowledge': ['Data Analysis', 'Statistical Modeling', 'Statistics', 'Machine Learning', 'Analysis']}, {'\n  Tools & Technologies': ['SAS', 'Python', 'Microsoft Excel', 'Databases', 'Matlab', 'C++', 'SPSS', 'PowerPoint', 'Minitab', 'SAP R/3', 'Google Analytics', 'Microsoft SQL Server', 'Microsoft Office']}, {'\n  Languages': ['Mandarin', 'Chinese']}, {'\n  Other Skills': ['PowerPivot', 'VBC', 'Acess']}]","R,SQL,Data Mining"
"Palo Alto, California","[{'\n  Industry Knowledge': ['Statistics', 'Mathematical Modeling', 'Algorithms', 'Numerical Analysis', 'Computer Science']}, {'\n  Tools & Technologies': ['R', 'Python', 'Java', 'SPSS', 'SAS']}, {'\n  Other Skills': ['Estadística', 'Apache Spark']}]","Matlab,Data Analysis,LaTeX"
San Francisco Bay Area,"[{'\n  Industry Knowledge': ['Statistics', 'Data Analysis', 'Clinical Trials', 'Research']}, {'\n  Tools & Technologies': ['SQL', 'SPSS', 'Microsoft Excel', 'Microsoft Office', 'Microsoft PowerPoint']}, {'\n  Other Skills': []}]","SAS,R,Data Mining"
"San Francisco, California","[{'\n  Industry Knowledge': ['Statistics', 'Analytics', 'Business Intelligence', 'Data Visualization', 'Business Analytics', 'Management Consulting']}, {'\n  Tools & Technologies': ['Java', 'Tableau', 'Python']}]","Data Analysis,Databases,SQL"
San Francisco Bay Area,"[{'\n  Industry Knowledge': ['Machine Learning', 'Data Visualization', 'Statistics']}, {'\n  Tools & Technologies': ['LaTeX', 'SQL', 'Python', 'SPSS', 'Microsoft Office']}, {'\n  Other Skills': []}]","R,Data Analysis,SAS"
,,
,,
,,
,,
,,
,,
,,
