country,skill_sets,top_skills
"Seattle, Washington","[{'\n  Industry Knowledge': ['Programming', 'Software Development', 'Data Analysis', 'Distributed Systems', 'Image Processing', 'Report Writing', 'Online Advertising']}, {'\n  Tools & Technologies': ['Java', 'Matlab', 'C#', 'Linux', 'CSS', 'MySQL', 'Subversion', 'LaTeX', 'Microsoft SQL Server', 'Visual Studio', 'Eclipse', 'Tortoise SVN', 'SQL Server', 'UML', 'Windows', 'PHP', 'JavaScript']}, {'\n  Other Skills': ['Network Programming', 'Parallel Programming', 'High Performance Computing']}]","C++,Python,Software Engineering"
"Palo Alto, California","[{'\n  Industry Knowledge': ['Machine Learning', 'Software Engineering']}, {'\n  Tools & Technologies': ['Python', 'C', 'Linux', 'Scala', 'Microsoft Office', 'R', 'HTML', 'Windows', 'Microsoft Excel', 'JavaScript', 'MySQL', 'PostgreSQL']}, {'\n  Other Skills': ['Unix Shell Scripting']}]","C++,Java,Matlab"
"Seattle, Washington","[{'\n  Industry Knowledge': ['Data Analysis', 'Research', 'Modeling', 'Global Health', 'Mathematical Modeling', 'Epidemiology', 'Spatial Analysis', 'Data Collection', 'Strategy', 'Project Planning', 'Program Evaluation', 'Public Health', 'Laboratory', 'Infectious Diseases', 'Grant Writing', 'Molecular Biology', 'Program Management', 'Project Management', 'Algorithms', 'Biology', 'Simulations']}, {'\n  Tools & Technologies': ['R', 'SQL', 'C++', 'GIS']}, {'\n  Interpersonal Skills': ['Qualitative Research', 'Management']}, {'\n  Other Skills': ['Data Science', 'Geospatial Modeling', 'Geospatial Data', 'Population Dynamics']}]","Statistics,Machine Learning,Python"
San Francisco Bay Area,"[{'\n  Industry Knowledge': ['Analytics', 'Project Management', 'Analysis', 'Strategic Planning', 'Software Documentation', 'Program Management', 'Strategy', 'Social Media']}, {'\n  Tools & Technologies': ['Microsoft Excel', 'PowerPoint', 'Access', 'SQL', 'Salesforce.com', 'Microsoft Office', 'MySQL', 'SSRS', 'Oracle', 'Microsoft PowerPoint']}, {'\n  Interpersonal Skills': ['Leadership', 'Public Speaking']}, {'\n  Other Skills': []}]","Data Analysis,Research,Databases"
San Francisco Bay Area,"[{'\n  Industry Knowledge': ['Machine Learning', 'Statistical Modeling', 'Statistics']}, {'\n  Tools & Technologies': ['LaTeX', 'C']}, {'\n  Other Skills': ['Time Series Analysis', 'Multivariate Analysis', 'GLM', 'Statistical Computing', 'Regression Analysis']}]","R,Data Mining,SAS"
"Cambridge, Massachusetts",[{'\n  Tools & Technologies': ['Matlab']}],"R,Python,SQL"
,,
San Francisco Bay Area,"[{'\n  Industry Knowledge': ['Data Analysis', 'Business Intelligence', 'Management Consulting', 'Statistical Data Analysis', 'Business Process', 'Business Analysis', 'Integration', 'Business Process Improvement', 'Data Warehousing', 'Analysis', 'IT Strategy', 'ERP', 'Supply Chain', 'Engineering', 'Data Modeling', 'Business Process Design', 'SDLC', 'Manufacturing', 'Requirements Gathering', 'Machine Learning']}, {'\n  Tools & Technologies': ['Amazon Web Services (AWS)', 'Tableau', 'QlikView', 'Matlab', 'Microsoft Office', 'PHP', 'C', 'SQL']}, {'\n  Interpersonal Skills': ['Leadership']}, {'\n  Languages': ['Chinese', 'Japanese']}, {'\n  Other Skills': ['Big Data Analytics', 'Apache Spark', 'Predictive Analytics', 'OBIEE', 'Development Tools']}]","Data Science,R,Python"
San Francisco Bay Area,"[{'\n  Industry Knowledge': ['Research']}, {'\n  Tools & Technologies': ['C', 'R', 'Python', 'Matlab']}, {'\n  Interpersonal Skills': ['Teaching']}]","Public Speaking,Microsoft Office,Data Analysis"
"San Francisco, California","[{'\n  Industry Knowledge': ['Research', 'Statistics', 'Algorithms', 'Data Analysis']}, {'\n  Tools & Technologies': ['Python', 'LaTeX', 'Matlab', 'Stata']}, {'\n  Interpersonal Skills': ['Public Speaking']}]","Leadership,Applied Mathematics,Mathematical Modeling"
Greater Seattle Area,"[{'\n  Industry Knowledge': ['Analysis', 'Data Mining', 'Product Management', 'Data Warehousing', 'Strategy', 'Business Analysis', 'Financial Modeling', 'Competitive Analysis', 'Testing', 'Statistics', 'Economics', 'Quality Assurance']}, {'\n  Tools & Technologies': ['SQL', 'Databases', 'PL/SQL', 'R', 'SAS']}, {'\n  Interpersonal Skills': ['Management', 'Leadership']}]","Data Analysis,Analytics,Business Intelligence"
,,
"Seattle, Washington","[{'\n  Industry Knowledge': ['Scientific Writing', 'Psychology', 'Statistical Data Analysis']}, {'\n  Tools & Technologies': ['Matlab', 'SPSS', 'R', 'Python']}, {'\n  Interpersonal Skills': []}, {'\n  Other Skills': ['Experimental Design', 'Data Science', 'Cognitive Neuroscience', 'Neuroimaging', 'Scientific Presentation']}]","Neuroscience,Data Analysis,fMRI"
"Menlo Park, California","[{'\n  Industry Knowledge': ['Writing', 'Social Media Marketing', 'Content Strategy', 'Project Management', 'Blogging', 'Text Editing', 'Email Marketing', 'Data Analysis', 'Marketing Strategy', 'Social Media', 'Analytics', 'Data Mining']}, {'\n  Tools & Technologies': ['SQL', 'R', 'Tableau', 'Microsoft Excel']}, {'\n  Interpersonal Skills': ['Team Leadership', 'Time Management', 'Management', 'Customer Service']}, {'\n  Languages': ['Spanish']}, {'\n  Other Skills': ['Punctuality', 'Multi-channel Campaign Management', 'Causal Analysis']}]","Research,Public Speaking,Marketing"
Greater Seattle Area,"[{'\n  Industry Knowledge': ['Analytics']}, {'\n  Tools & Technologies': ['R', 'Microsoft Office']}]","Data Analysis,SQL,Python"
"London, United Kingdom","[{'\n  Industry Knowledge': ['Data Analysis', 'Statistics', 'Data Warehousing', 'Analysis', 'ETL', 'Analytics', 'Business Analysis', 'SAS programming', 'Database Design', 'Mathematics', 'Risk Management']}, {'\n  Tools & Technologies': ['Business Objects', 'Microsoft SQL Server', 'SAS', 'PL/SQL', 'Databases', 'SSRS', 'SQL Server', 'SSIS']}, {'\n  Other Skills': ['OLAP']}]","Business Intelligence,SQL,Data Mining"
San Francisco Bay Area,"[{'\n  Industry Knowledge': ['Materials Science']}, {'\n  Tools & Technologies': ['Python']}, {'\n  Other Skills': ['Matplotlib', 'Scikit-Learn']}]","Matlab,Research,Chemical Engineering"
San Francisco Bay Area,"[{'\n  Industry Knowledge': ['Data Analysis', 'Big Data', 'Programming', 'Data Warehousing', 'analytics']}, {'\n  Tools & Technologies': ['R']}, {'\n  Other Skills': ['Vertica', 'A/B testing']}]","Analytics,Data Mining,SQL"
San Francisco Bay Area,"[{'\n  Industry Knowledge': ['Analysis', 'Research', 'Statistics']}, {'\n  Tools & Technologies': ['Microsoft Word', 'Java', 'C', 'Tableau', 'JavaScript']}, {'\n  Interpersonal Skills': ['Teamwork', 'Public Speaking', 'Leadership']}, {'\n  Other Skills': ['Web Scraping', 'Archery']}]","R,Data Analysis,Microsoft Office"
San Francisco Bay Area,"[{'\n  Industry Knowledge': ['Business Analysis', 'Financial Analysis', 'Business Analytics', 'Statistical Modeling', 'Forecasting', 'Segmentation', 'Data Analysis', 'Statistical Data Analysis', 'Project Finance', 'Credit Analysis', 'Risk Management', 'Banking', 'Finance', 'Credit Risk', 'Corporate Finance', 'Analytical Skills']}, {'\n  Tools & Technologies': ['SAS', 'SQL', 'Microsoft Office']}, {'\n  Interpersonal Skills': ['Management', 'Team Management']}, {'\n  Other Skills': ['Predictive Modeling', 'Predictive Analytics', 'Logistic Regression', 'Infrastructure Business']}]","Analytics,Financial Modeling,Business Strategy"
San Francisco Bay Area,"[{'\n  Industry Knowledge': ['Quantitative Research', 'Statistics', 'Research Design']}, {'\n  Tools & Technologies': ['Python', 'SQL', 'Linux', 'Stata']}, {'\n  Interpersonal Skills': ['Teaching', 'Public Speaking']}, {'\n  Other Skills': ['Experimental Design', 'Social Statistics']}]","Data Analysis,Data Science,R"
San Francisco Bay Area,"[{'\n  Industry Knowledge': ['Electronics', 'Programming', 'Data Mining', 'Manufacturing', 'PCB design', 'PCB Design', 'Product Management']}, {'\n  Tools & Technologies': ['Java', 'Linux', 'C++', 'Python', 'Embedded Systems', 'R', 'Perl', 'C']}]","Matlab,Algorithms,Simulations"
,,
"Bellevue, Washington","[{'\n  Industry Knowledge': ['Business Analysis', 'Product Management', 'Business Strategy', 'Data Modeling', 'Data Warehousing', 'Product Launch', 'Vendor Management', 'Database Administration', 'Database Design', 'Sales Operations', 'Financial Modeling', 'Project Planning', 'Strategic Financial Planning', 'Start-ups', 'Software Project Management', 'Financial Analysis', 'Financial Reporting', 'Financial Planning', 'Financial Accounting', 'SDLC']}, {'\n  Tools & Technologies': ['Microsoft SQL Server', 'SQL', 'SQL Server', 'Access']}, {'\n  Interpersonal Skills': ['Personnel Management']}, {'\n  Other Skills': ['Compensation Planning']}]","Business Intelligence,Data Analysis,Databases"
San Francisco Bay Area,[{'\n  Industry Knowledge': ['SAS programming']}],"SAS,Statistical Modeling,Time Series Analysis"
San Francisco Bay Area,"[{'\n  Industry Knowledge': ['Research Design', 'Quantitative Research', 'Social Sciences', 'Data Mining', 'NLP', 'Writing', 'Machine Learning', 'Statistics', 'Sociology']}, {'\n  Tools & Technologies': ['Python', 'Databases']}, {'\n  Interpersonal Skills': ['Qualitative Research', 'University Teaching']}, {'\n  Languages': []}, {'\n  Other Skills': ['Social Network Analysis', 'Natural Language Processing']}]","Research,Data Analysis,R"
San Francisco Bay Area,"[{'\n  Industry Knowledge': ['Statistics', 'Analysis', 'Data Mining', 'Business Intelligence', 'Financial Modeling', 'Equities', 'E-commerce', 'Algorithms', 'Investments', 'Trading', 'Portfolio Management']}, {'\n  Tools & Technologies': ['MySQL', 'SQL', 'Hadoop']}, {'\n  Other Skills': ['Statistical Arbitrage', 'Hive', 'Time Series Analysis']}]","R,Python,Analytics"
"Palo Alto, California","[{'\n  Industry Knowledge': ['Statistics']}, {'\n  Tools & Technologies': ['SQL', 'R', 'Microsoft Excel', 'Excel', 'Databases', 'HTML']}, {'\n  Other Skills': ['Hive']}]","VBA,Data Analysis,Python"
"Philadelphia, Pennsylvania","[{'\n  Industry Knowledge': []}, {'\n  Tools & Technologies': ['Java', 'HTML']}, {'\n  Other Skills': []}]","Data Analysis,Google Analytics,SQL"
"San Francisco, California","[{'\n  Industry Knowledge': ['Data Analysis', 'Social Media']}, {'\n  Tools & Technologies': ['Microsoft Office', 'PowerPoint', 'Java', 'Matlab', 'Microsoft Word', 'Photoshop']}, {'\n  Interpersonal Skills': []}]","Microsoft Excel,Research,Teamwork"
Greater Seattle Area,"[{'\n  Industry Knowledge': ['Data Analysis', 'Research', 'Government', 'Policy Analysis', 'Foreign Policy']}, {'\n  Tools & Technologies': ['Python', 'SQL', 'PostgreSQL', 'Git', 'Amazon Web Services (AWS)', 'MongoDB', 'Hadoop']}, {'\n  Interpersonal Skills': ['Public Speaking']}, {'\n  Other Skills': ['Spark']}]","Leadership,Data Science,Machine Learning"
"Fremont, California","[{'\n  Industry Knowledge': ['Analytics', 'Project Management', 'Business Strategy', 'Social Media', 'Social Media Marketing']}, {'\n  Interpersonal Skills': ['Management']}]","Data Analysis,Analysis,Strategic Planning"
"San Francisco, California","[{'\n  Industry Knowledge': ['Online Advertising', 'Design of Experiments', 'Data Analysis']}, {'\n  Tools & Technologies': ['R', 'Python']}, {'\n  Other Skills': ['Social Network Analysis', 'Causal Inference', 'Social Influence']}]","Social Sciences,A/B testing,Data Science"
San Francisco Bay Area,"[{'\n  Industry Knowledge': ['Data Analysis', 'Optimization', 'Operations Research', 'Statistics', 'Algorithms', 'Data Mining', 'Research', 'Simulations', 'Information Technology', 'Systems Engineering', 'Computer Science']}, {'\n  Tools & Technologies': ['R', 'LaTeX', 'Python', 'SQL', 'Github']}, {'\n  Other Skills': ['Monte Carlo Simulation', 'Queuing', 'Dynamic Programming', 'Decision Analysis', 'Applied Mathematics', 'Apache Pig']}]","Machine Learning,Mathematical Modeling,Matlab"
San Francisco Bay Area,"[{'\n  Industry Knowledge': ['Research', 'Neuroscience', 'Data Mining']}, {'\n  Tools & Technologies': ['Python', 'C#', 'SQL', 'PowerPoint']}, {'\n  Interpersonal Skills': ['University Teaching', 'Presentations']}, {'\n  Other Skills': ['Biophysics', 'High Performance Computing']}]","Matlab,Data Analysis,Science"
San Francisco Bay Area,"[{'\n  Industry Knowledge': ['Machine Learning', 'Optimization', 'Data Analysis', 'Data Mining', 'Statistics', 'Mathematical Modeling']}, {'\n  Tools & Technologies': ['MySQL', 'LaTeX']}, {'\n  Other Skills': ['Evolutionary Computation', 'Evolutionary Algorithms', 'Evolution', 'Artificial Neural Networks', 'Artificial Life']}]","Matlab,Algorithms,Python"
"Seattle, Washington","[{'\n  Industry Knowledge': ['Business Intelligence', 'Data Modeling', 'Analytics', 'Business Analysis', 'Big Data', 'Scrum']}, {'\n  Tools & Technologies': ['Databases', 'SQL', 'Microsoft SQL Server', 'SSRS', 'T-SQL', 'Tableau', 'Windows', 'Linux', 'C#', 'SQL Server']}, {'\n  Other Skills': ['Analysis Services', 'OLAP', 'OLTP', 'Netezza', 'Data Warehouse Architecture', 'DW/BI', 'SSAS', 'BIML']}]","Data Warehousing,SSIS,ETL"
Greater Boston Area,"[{'\n  Industry Knowledge': ['Algorithms', 'Artificial Intelligence', 'Big Data', 'Computer Science', 'Mathematical Modeling', 'Distributed Systems']}, {'\n  Tools & Technologies': ['Hadoop', 'Python', 'C++', 'LaTeX', 'R']}, {'\n  Other Skills': ['Text Mining', 'Social Network Analysis', 'Information Retrieval', 'Text Classification', 'Computational Linguistics', 'Text Analytics', 'Pattern Recognition', 'Information Extraction', 'Web Mining', 'Semantic Technologies', 'Data Science', 'MapReduce', 'Recommender Systems']}]","Machine Learning,Data Mining,Natural Language Processing"
"Seattle, Washington","[{'\n  Industry Knowledge': ['Analytics', 'Business Intelligence', 'Marketing', 'Strategy', 'Data Modeling', 'Data Warehousing', 'SDLC', 'Requirements Analysis', 'Requirements Gathering', 'Call Centers', 'Customer Experience', 'Database Design', 'ETL', 'Forecasting', 'Analytical Skills', 'Workforce Planning']}, {'\n  Tools & Technologies': ['Microsoft Excel', 'SQL', 'Access', 'Microsoft Office', 'Business Objects', 'Visio', 'Databases', 'PowerPoint', 'Microsoft SQL Server', 'Salesforce.com', 'Excel', 'T-SQL', 'PL/SQL', 'SharePoint', 'VBA', 'R', 'Python', 'SAP BusinessObjects']}, {'\n  Interpersonal Skills': ['Management', 'Leadership']}, {'\n  Other Skills': ['Report Design', 'Toad', 'Predictive Modeling', 'Dashboards', 'Job Scheduling', 'XL Miner']}]","Data Analysis,Analysis,Business Analysis"
Greater New York City Area,"[{'\n  Industry Knowledge': ['Product Management', 'User Experience', 'Research', 'Physics', 'Product Development', 'Mobile Devices']}, {'\n  Tools & Technologies': ['Java', 'JavaScript', 'C', 'Mathematica', 'LaTeX', 'C++', 'PHP', 'SQL', 'Adobe Fireworks', 'Photoshop', 'Ruby on Rails', 'Keynote', 'Microsoft Office', 'OpenGL', 'Microsoft Excel']}, {'\n  Other Skills': ['Scooters', 'OCaml']}]","Python,Data Analysis,Matlab"
"London, Greater London, United Kingdom","[{'\n  Industry Knowledge': ['Business Intelligence', 'Analytical Skills', 'Analysis', 'Consulting', 'Customer Relationship Management (CRM)']}, {'\n  Tools & Technologies': ['Microsoft SQL Server', 'MySQL', 'Microsoft Excel', 'Python', 'HTML', 'ASP.NET', 'Visual Basic', 'Databases']}, {'\n  Interpersonal Skills': ['Teamwork', 'Client Relations']}, {'\n  Other Skills': []}]","SQL,CRM,Data Analysis"
San Francisco Bay Area,"[{'\n  Industry Knowledge': ['Data Analysis', 'Music', 'Orchestral Music', 'Economics', 'Statistics', 'Analysis', 'Research', 'Composition', 'Business Strategy', 'Management Consulting', 'Strategy', 'International Relations', 'Mathematics', 'Big Data', 'Programming']}, {'\n  Tools & Technologies': ['C++', 'Objective-C', 'SQL', 'JavaScript']}, {'\n  Interpersonal Skills': ['Teaching', 'Management']}, {'\n  Languages': ['Dutch', 'English']}, {'\n  Other Skills': []}]","Data Science,Python,Machine Learning"
,,
"Bryan/College Station, Texas Area","[{'\n  Industry Knowledge': ['Data Analysis', 'Financial Reporting', 'Investment Banking', 'Valuation', 'Internal Audit', 'Corporate Finance', 'Financial Analysis', 'Equity Research', 'Financial Modeling', 'Risk Management', 'Economics', 'Derivatives', 'SAS programming', 'Machine Learning', 'Research', 'Statistics', 'SAS Programming']}, {'\n  Tools & Technologies': ['Microsoft Excel', 'SQL', 'Scala', 'Hadoop', 'Microsoft Office', 'PowerPoint', 'SPSS', 'Microsoft PowerPoint']}, {'\n  Languages': ['Mandarin', 'Chinese']}, {'\n  Other Skills': ['Apache Spark', 'Logistic Regression']}]","R,Python,Java"
"Stanford, California","[{'\n  Industry Knowledge': ['Software Development', 'Cloud Computing', 'Computer Science', 'Agile Methodologies', 'Programming']}, {'\n  Tools & Technologies': ['Java', 'Python', 'C', 'JavaScript', 'PostgreSQL', 'Amazon Web Services (AWS)', 'Perl', 'SQL', 'HTML', 'Amazon S3', 'Julia', 'D3.js', 'Databases', 'Android', 'Linux', 'Matlab', 'Scala', 'Eclipse', 'Software as a Service (SaaS)']}, {'\n  Interpersonal Skills': ['Teamwork', 'Motivational Speaking', 'Team Motivation']}, {'\n  Other Skills': ['Amazon EC2', 'Amazon Redshift', 'Functional Programming']}]","Software Engineering,Git,MySQL"
,,
"Seattle, Washington","[{'\n  Industry Knowledge': ['Mathematics', 'Financial Analysis']}, {'\n  Tools & Technologies': ['SAS', 'Unix', 'Python', 'VBA', 'Hadoop']}, {'\n  Languages': ['Spanish', 'Russian']}, {'\n  Other Skills': ['Data Science', 'Teradata']}]","Data Analysis,SQL,Statistics"
"San Francisco, California","[{'\n  Industry Knowledge': ['Data Mining', 'Data Analysis', 'Research', 'Analytics', 'Computer Science']}, {'\n  Tools & Technologies': ['Databases', 'SQL', 'R', 'JavaScript', 'Linux', 'MySQL', 'Microsoft Excel', 'C', 'HTML', 'PHP', 'PowerPoint', 'Microsoft Word']}]","Java,Python,Statistics"
San Francisco Bay Area,"[{'\n  Industry Knowledge': ['Nanomaterials', 'Numerical Analysis', 'Simulations', 'Nanotechnology']}, {'\n  Tools & Technologies': ['LaTeX', 'Matlab', 'Python', 'R', 'SQL']}, {'\n  Other Skills': ['Physical Chemistry', 'AFM', 'Experimentation']}]","Spectroscopy,Scientific Computing,Science"
"Seattle, Washington","[{'\n  Industry Knowledge': []}, {'\n  Tools & Technologies': []}, {'\n  Other Skills': []}]","Python,Deep Learning,Machine Learning"
San Francisco Bay Area,"[{'\n  Industry Knowledge': ['Analytics', 'Strategy', 'Statistics', 'Market Research', 'Financial Analysis']}, {'\n  Tools & Technologies': ['Databases', 'Oracle', 'Java', 'Access', 'SAS', 'Microsoft Excel', 'VBA', 'MySQL', 'Python', 'Microsoft Office', 'SQL', 'R']}, {'\n  Other Skills': []}]","Data Analysis,Analysis,Data Mining"
"San Francisco, California","[{'\n  Industry Knowledge': ['Data Analysis', 'Mathematical Modeling', 'Simulations']}, {'\n  Tools & Technologies': ['SAS', 'VBA', 'Python', 'SQL', 'LaTeX']}]","Matlab,Statistics,Statistical Modeling"
Greater Seattle Area,"[{'\n  Industry Knowledge': ['Business Analysis', 'Financial Modeling', 'Management Consulting', 'Analytics', 'Strategy', 'Marketing', 'Project Management', 'Small Business', 'Entrepreneurship', 'Research', 'Machine Learning', 'Strategic Planning', 'Legal Research', 'Legal Advice']}, {'\n  Tools & Technologies': ['Python', 'Microsoft Excel', 'Java', 'Microsoft SQL Server', 'PowerPoint']}, {'\n  Interpersonal Skills': ['Management', 'Leadership', 'Customer Service']}, {'\n  Other Skills': ['QlikView Development', 'New Business Development']}]","Financial Analysis,Data Analysis,Business Strategy"
San Francisco Bay Area,"[{'\n  Industry Knowledge': ['Analytics', 'Data Mining', 'Quantitative Analytics']}, {'\n  Tools & Technologies': ['Python', 'VBA', 'Tableau', 'Matlab']}, {'\n  Other Skills': ['Quantitative Finance']}]","Data Analysis,SQL,R"
"San Francisco, California","[{'\n  Industry Knowledge': []}, {'\n  Tools & Technologies': ['Python', 'Microsoft Office', 'Matlab', 'PowerPoint', 'Microsoft Word', 'Microsoft Excel']}, {'\n  Interpersonal Skills': ['Public Speaking', 'Leadership', 'Teamwork']}, {'\n  Other Skills': []}]","Entrepreneurship,Data Analysis,Java"
San Francisco Bay Area,"[{'\n  Industry Knowledge': ['Start-ups', 'Mobile Devices', 'Mobile Applications', 'Go-to-market Strategy', 'Product Development', 'Business Strategy', 'Strategy']}, {'\n  Tools & Technologies': ['SaaS']}, {'\n  Interpersonal Skills': ['Cross-functional Team Leadership', 'Management']}, {'\n  Other Skills': []}]","Product Management,Competitive Analysis,Analytics"
San Francisco Bay Area,"[{'\n  Industry Knowledge': ['Business Strategy', 'Social Media', 'Management Consulting', 'Research', 'Financial Analysis', 'Competitive Analysis', 'Strategic Planning', 'Market Research', 'Strategy', 'Due Diligence', 'Event Management', 'Budgets', 'Analysis', 'Financial Modeling']}, {'\n  Tools & Technologies': ['PowerPoint', 'Microsoft Word', 'Microsoft Office', 'SQL', 'C', 'Microsoft Excel VBA', 'Microsoft PowerPoint']}, {'\n  Interpersonal Skills': ['Public Speaking', 'Team Leadership']}, {'\n  Languages': ['Chinese']}, {'\n  Other Skills': ['OCaml']}]","Leadership,Data Analysis,Microsoft Excel"
"San Francisco, California","[{'\n  Industry Knowledge': ['Data Analysis', 'Data Warehousing', 'Data Modeling', 'Integration', 'Requirements Gathering', 'Consulting', 'Analysis', 'Testing']}, {'\n  Tools & Technologies': ['Oracle E-Business Suite', 'Informatica', 'Tableau']}, {'\n  Interpersonal Skills': ['Leadership']}, {'\n  Other Skills': ['OBIEE', 'RPD', 'OBIA', 'DAC', 'Data Transformation', 'Data Conversion']}]","SQL,Analytics,Business Intelligence"
San Francisco Bay Area,"[{'\n  Industry Knowledge': ['Programming', 'Analysis', 'Mathematical Modeling', 'Simulations', 'Machine Learning', 'Technical Writing', 'Project Management', 'Research', 'Analytical Skills', 'Business Analysis']}, {'\n  Tools & Technologies': ['Databases', 'SQL', 'Microsoft Office']}]","Matlab,Data Analysis,Statistics"
,,
"Menlo Park, California","[{'\n  Industry Knowledge': ['Econometrics', 'Pricing Strategy', 'Competitive Analysis', 'Analytics', 'Data Analysis', 'Machine Learning']}, {'\n  Tools & Technologies': ['Matlab', 'SAS', 'SQL', 'R', 'Stata']}]","Economics,Quantitative Marketing,Statistics"
San Francisco Bay Area,"[{'\n  Industry Knowledge': ['Design of Experiments', 'Data Mining', 'Program Management', 'Analytics', 'Operations Management']}, {'\n  Tools & Technologies': ['R', 'SQL']}, {'\n  Interpersonal Skills': []}, {'\n  Other Skills': []}]","Data Analysis,Statistics,A/B testing"
,,
San Francisco Bay Area,"[{'\n  Industry Knowledge': ['Economics', 'Statistics', 'Data Analysis', 'Strategy', 'Market Risk', 'Derivatives']}, {'\n  Tools & Technologies': ['R', 'Matlab', 'Java', 'Python', 'SQL']}, {'\n  Other Skills': ['Monte Carlo Simulation', 'Time Series Analysis', 'Benefit Cost Analysis']}]","Econometrics,Research,Stata"
San Francisco Bay Area,"[{'\n  Industry Knowledge': ['Data Analysis', 'Machine Learning', 'Fixed Income', 'Financial Modeling', 'Hedge Funds', 'Derivatives', 'Structured Finance', 'Analytics', 'Valuation', 'Financial Analysis', 'Statistics', 'Trading', 'Equities', 'Options', 'Investment Banking', 'Portfolio Management', 'Capital Markets']}, {'\n  Tools & Technologies': ['Matlab', 'VBA', 'Bloomberg']}, {'\n  Other Skills': ['Data Science', 'Quantitative Finance', 'Structured Products', 'CDO']}]","R,Hadoop,Statistical Data Analysis"
"Menlo Park, California","[{'\n  Industry Knowledge': []}, {'\n  Tools & Technologies': []}, {'\n  Other Skills': []}]",
San Francisco Bay Area,"[{'\n  Industry Knowledge': ['Research', 'Science', 'Neuroscience', 'Machine Learning', 'Research Design', 'Scientific Writing', 'Higher Education', 'Analytics', 'Data Visualization']}, {'\n  Tools & Technologies': ['R', 'Matlab', 'SPSS', 'Python', 'SQL']}, {'\n  Other Skills': ['fMRI', 'Cognitive Neuroscience', 'Cognition', 'EEG', 'Neuroimaging', 'Cognitive Psychology', 'Cognitive Modeling', 'Decision Modeling', 'Regression Analysis', 'A/B Testing', 'Experimentation']}]","Statistics,Data Analysis,Experimental Design"
