country,skill_sets,top_skills
San Francisco Bay Area,"[{'\n  Industry Knowledge': ['Data Analysis', 'Protein Purification', 'Confocal Microscopy', 'Cell Culture', 'Western Blotting', 'Mass Spectrometry']}, {'\n  Tools & Technologies': ['Scala', 'Pandas', 'Linux', 'SQL', 'R', 'MongoDB', 'Java', 'HTML&CSS', 'JavaScript']}, {'\n  Other Skills': ['Spark', 'Pig', 'Deep Learning', 'SciPy', 'Data Wrangling', 'R-data visualization']}]","Python,Machine Learning,Ensemble"
"London, United Kingdom","[{'\n  Industry Knowledge': ['Data Analysis', 'Business Strategy', 'Statistics', 'Analytics', 'Research', 'Artificial Intelligence', 'Start-ups', 'Strategy', 'Social Media', 'Digital Marketing']}, {'\n  Tools & Technologies': ['Python', 'LaTeX']}, {'\n  Other Skills': ['Pattern Recognition', 'Information Retrieval']}]","Machine Learning,Data Mining,Natural Language Processing"
,,
"London, United Kingdom","[{'\n  Industry Knowledge': ['Financial Modeling', 'Data Mining', 'Statistics']}, {'\n  Tools & Technologies': ['SQL', 'VBA', 'SAS', 'Microsoft Excel', 'PowerPoint']}, {'\n  Other Skills': ['Predictive Modeling']}]","Data Analysis,Analytics,Customer Analysis"
"London, United Kingdom","[{'\n  Industry Knowledge': ['E-commerce', 'SEO', 'SEA', 'PPC', 'Project Management', 'Content Marketing', 'Social Media Marketing', 'Social Media', 'Email Marketing', 'Marketing', 'Marketing Strategy', 'Search Advertising', 'Web Analytics', 'Online Advertising', 'Analytics', 'Online Marketing', 'Business Development', 'Data Analysis', 'Statistics', 'Statistical Data Analysis']}, {'\n  Tools & Technologies': ['Tableau', 'SQL', 'Microsoft Excel', 'Google Adwords', 'Google Webmaster Tools']}, {'\n  Interpersonal Skills': ['Team Management']}, {'\n  Other Skills': ['Spotfire', 'Regression Analysis', 'SEOmoz', 'Link Analysis', 'A/B testing', 'Multivariate Testing', 'Omniture', 'Link Building', 'Keyword Research', 'Data Science']}]","Digital Marketing,Google Analytics,Digital Strategy"
"Cambridge, United Kingdom","[{'\n  Industry Knowledge': ['Molecular Biology', 'Programming', 'Data Analysis', 'Bioinformatics', 'Machine Learning']}, {'\n  Tools & Technologies': ['Python', 'Matlab', 'Scala', 'SQL', 'C++', 'Microsoft Office']}, {'\n  Interpersonal Skills': ['Teamwork', 'Public Speaking']}, {'\n  Other Skills': ['NGS', 'Bayesian inference']}]","Research,LaTeX,Statistics"
San Francisco Bay Area,"[{'\n  Industry Knowledge': ['Machine Learning', 'Data Mining', 'Business Strategy', 'Business Planning', 'Management Consulting', 'Strategic Planning', 'Market Analysis', 'Financial Analysis', 'Strategic Consulting', 'Financial Modeling', 'Business Intelligence', 'E-commerce']}, {'\n  Tools & Technologies': ['Python', 'Microsoft Excel']}, {'\n  Interpersonal Skills': ['Public Speaking']}, {'\n  Languages': ['English', 'Portuguese', 'Italian']}, {'\n  Other Skills': ['Market Entry', 'Fraud Detection', 'Electronic Payments', 'E-commerce Optimization']}]","Data Science,Data Analysis,SQL"
San Francisco Bay Area,"[{'\n  Industry Knowledge': ['Equities', 'Derivatives', 'Statistical Modeling', 'Analytics', 'Data Mining', 'Analysis', 'Economics']}, {'\n  Tools & Technologies': ['R', 'Java', 'SQL', 'Python', 'VBA']}]","Data Analysis,Stata,Microsoft Excel"
,,
"London, United Kingdom","[{'\n  Industry Knowledge': []}, {'\n  Tools & Technologies': []}, {'\n  Interpersonal Skills': []}, {'\n  Other Skills': []}]",
"Toronto, Canada Area","[{'\n  Industry Knowledge': ['Social Media', 'Research', 'Programming']}, {'\n  Tools & Technologies': ['Microsoft Word', 'PowerPoint', 'Matlab', 'Photoshop']}, {'\n  Interpersonal Skills': ['Public Speaking', 'Customer Service']}]","Teamwork,Microsoft Office,Microsoft Excel"
San Francisco Bay Area,"[{'\n  Industry Knowledge': ['Statistics', 'Actuarial Science', 'Financial Modeling', 'Market Research']}, {'\n  Tools & Technologies': ['Microsoft Excel', 'R', 'Microsoft Office', 'Stata', 'Microsoft Word', 'Microsoft PowerPoint']}, {'\n  Interpersonal Skills': ['Leadership', 'Public Speaking']}, {'\n  Other Skills': ['Data Science']}]","Data Analysis,Economics,Research"
San Francisco Bay Area,"[{'\n  Industry Knowledge': ['Data Mining', 'Statistical Modeling', 'Analytics', 'Analysis', 'Strategy', 'Research', 'Consulting', 'Business Analytics', 'Financial Modeling', 'Credit Risk', 'Project Management', 'Quantitative Analytics', 'Financial Analysis', 'Risk Management', 'Finance', 'Credit Cards', 'Financial Reporting', 'Pricing Strategy', 'SAS Programming']}, {'\n  Tools & Technologies': ['SQL', 'R', 'SPSS', 'Microsoft Excel', 'Python', 'Microsoft Office']}, {'\n  Interpersonal Skills': ['Management', 'Leadership']}, {'\n  Other Skills': ['Predictive Modeling', 'SAS Certified Base Programmer', 'Fraud Detection', 'Model Validation', 'Time Series Analysis', 'Sales Analysis', 'Logistics regression']}]","Data Analysis,SAS,Statistics"
San Francisco Bay Area,"[{'\n  Industry Knowledge': ['Statistics', 'Statistical Modeling', 'Algorithms']}, {'\n  Tools & Technologies': ['Python', 'Unix', 'C++', 'SQL']}]","Data Analysis,Machine Learning,R"
San Francisco Bay Area,"[{'\n  Industry Knowledge': ['Data Mining', 'Artificial Intelligence', 'Distributed Systems', 'Cloud Computing', 'Computer Vision', 'Image Processing', 'Algorithms', 'Programming', 'Data Structures', 'Computer Science']}, {'\n  Tools & Technologies': ['Pandas', 'C', 'D3.js', 'Tableau', 'Matlab', 'Java', 'Hadoop', 'MySQL', 'HTML', 'JavaScript', 'Linux', 'C++', 'SQL']}, {'\n  Other Skills': ['Pattern Recognition', 'Gephi', 'OpenCV']}]","Python,Machine Learning,Data Analytics"
Greater Los Angeles Area,"[{'\n  Industry Knowledge': ['Optimization', 'Mathematical Modeling', 'Simulations', 'Numerical Analysis', 'Data Analysis', 'Statistics', 'Operations Research', 'Modeling', 'Quantitative Analytics']}, {'\n  Tools & Technologies': ['LaTeX', 'C', 'Mathematica', 'Python', 'SQL', 'Julia', 'MongoDB', 'Hadoop', 'R']}, {'\n  Other Skills': ['Pattern Recognition', 'Information Theory', 'Linear Programming', 'Integer Programming', 'Markov Decision Processes', 'Dynamic Programming', 'Stochastic Control', 'Robust Optimization', 'Reinforcement Learning', 'Heuristics', 'Cplex', 'Apache Spark']}]","Algorithms,Matlab,Machine Learning"
San Francisco Bay Area,"[{'\n  Industry Knowledge': ['Analytics', 'Business Development', 'Market Research', 'Analysis', 'Entrepreneurship']}, {'\n  Tools & Technologies': ['Microsoft Office', 'Python', 'SQL', 'R', 'Hadoop', 'C', 'C++', 'Visual C++', 'Tableau']}, {'\n  Interpersonal Skills': ['Management', 'Leadership']}, {'\n  Other Skills': ['Apache Pig', 'OriginLab']}]","Data Analysis,Matlab,Microsoft Excel"
San Francisco Bay Area,"[{'\n  Industry Knowledge': []}, {'\n  Tools & Technologies': []}, {'\n  Other Skills': []}]",
San Francisco Bay Area,"[{'\n  Industry Knowledge': ['Statistics', 'Risk Management', 'Financial Analysis', 'Research', 'Project Management', 'Data Analysis', 'Consulting', 'Analytics']}, {'\n  Tools & Technologies': ['SQL', 'Microsoft Word', 'R', 'Python', 'SAS', 'Tableau', 'Microsoft Office', 'Microsoft Excel']}, {'\n  Interpersonal Skills': ['Teamwork']}, {'\n  Other Skills': ['Apache Spark', 'HTML, CSS and JavaScript']}]","Business Intelligence,Business Analysis,Leadership"
,,
Greater New York City Area,"[{'\n  Industry Knowledge': ['Web Development', 'Early Childhood Education', 'Elementary Education']}, {'\n  Tools & Technologies': ['Ruby on Rails', 'Ruby', 'SQL', 'Github', 'Git', 'jQuery', 'Python']}, {'\n  Interpersonal Skills': ['Teaching', 'Classroom Management', 'Tutoring', 'Public Speaking']}, {'\n  Other Skills': ['Facebook API', 'Sinatra']}]","JavaScript,HTML,CSS"
,,
,,
San Francisco Bay Area,"[{'\n  Industry Knowledge': []}, {'\n  Tools & Technologies': []}, {'\n  Interpersonal Skills': []}]",
San Francisco Bay Area,"[{'\n  Industry Knowledge': ['Research', 'Data Analysis', 'International Relations', 'Business Intelligence', 'Non-profits', 'Public Relations', 'International Development', 'Public Policy']}, {'\n  Tools & Technologies': ['Microsoft Office', 'MySQL', 'Tableau']}, {'\n  Other Skills': ['Vertica', 'Google Adwords Professional']}]","Social Media,Microsoft Word,Editing"
"Cambridge, Massachusetts","[{'\n  Industry Knowledge': ['Research', 'Social Media', 'Science']}, {'\n  Tools & Technologies': ['HTML', 'Microsoft Excel', 'Microsoft Office', 'Microsoft Word']}, {'\n  Interpersonal Skills': ['Teamwork', 'Public Speaking']}, {'\n  Languages': ['English']}]","Python,SQL,Machine Learning"
San Francisco Bay Area,"[{'\n  Industry Knowledge': ['Data Analysis', 'Statistics', 'Competitive Analysis', 'Business Strategy', 'Marketing Strategy', 'Sales', 'Strategy', 'Entrepreneurship', 'Business Development']}, {'\n  Interpersonal Skills': ['Cross-functional Team Leadership', 'Leadership', 'Management']}, {'\n  Other Skills': ['Market Entry']}]","Python,Machine Learning,SQL"
"San Francisco, California","[{'\n  Industry Knowledge': ['Online Advertising', 'Analysis', 'Data Mining', 'Statistical Modeling', 'Data Visualization', 'Advertising', 'Statistics', 'Segmentation', 'Machine Learning', 'Research']}, {'\n  Tools & Technologies': ['R', 'D3', 'SQL', 'Python', 'Microsoft Office']}, {'\n  Other Skills': ['Predictive Analytics']}]","Data Analysis,Analytics,Predictive Modeling"
,,
,,
