title,island,locality,price,beds,size,link,date,ad_type
"Penthouse in malgrana, Son Cladera - Son Fuster, Palma de Mallorca",Mallorca,Palma de Mallorca,128000,3,82,https://www.idealista.com/en/inmueble/89417897/,2020-10-01,sale
"Flat / Apartment in calle del Pare Ventura, Foners, Palma de Mallorca",Mallorca,Palma de Mallorca,184000,3,85,https://www.idealista.com/en/inmueble/87535732/,2020-10-01,sale
"Flat / Apartment in Ses Cadenes-Arenal, Palma de Mallorca",Mallorca,Palma de Mallorca,159500,3,84,https://www.idealista.com/en/inmueble/87394340/,2020-10-01,sale
"Penthouse in El Vivero, Palma de Mallorca",Mallorca,Palma de Mallorca,139000,3,95,https://www.idealista.com/en/inmueble/87220416/,2020-10-01,sale
"Flat / Apartment in asuncion, 4, Portocolom, Felanitx",Mallorca,Felanitx,149900,2,58,https://www.idealista.com/en/inmueble/87218091/,2020-10-01,sale
"Flat / Apartment in S'Arenal, Llucmajor",Mallorca,Llucmajor,169500,3,80,https://www.idealista.com/en/inmueble/84276139/,2020-10-01,sale
"Flat / Apartment in alos, Camp d'En Serralta , Palma de Mallorca",Mallorca,Palma de Mallorca,189980,2,58,https://www.idealista.com/en/inmueble/90861549/,2020-10-01,sale
"Flat / Apartment in calle del Lledoner, Rafal Vell, Palma de Mallorca",Mallorca,Palma de Mallorca,184900,3,85,https://www.idealista.com/en/inmueble/90627410/,2020-10-01,sale
"Flat / Apartment in El Forti, Palma de Mallorca",Mallorca,Palma de Mallorca,162000,3,92,https://www.idealista.com/en/inmueble/90296887/,2020-10-01,sale
"Flat / Apartment in Foners, Palma de Mallorca",Mallorca,Palma de Mallorca,178000,3,115,https://www.idealista.com/en/inmueble/89912166/,2020-10-01,sale
"Penthouse in Rafel Alberti, Blanquer, Inca",Mallorca,Inca,175000,2,180,https://www.idealista.com/en/inmueble/89904830/,2020-10-01,sale
"Flat / Apartment in AGUSTIN ARGUELLES, Ciutat d'Alcúdia, Alcúdia",Mallorca,Alcúdia,166000,2,118,https://www.idealista.com/en/inmueble/91172275/,2020-10-01,sale
"Flat / Apartment in avenida Mèxic, 4, Nou Llevant, Palma de Mallorca",Mallorca,Palma de Mallorca,165000,3,76,https://www.idealista.com/en/inmueble/91037565/,2020-10-01,sale
"Flat / Apartment in Sa Torre, NN, Sa Torre, Llucmajor",Mallorca,Llucmajor,177000,2,82,https://www.idealista.com/en/inmueble/90829396/,2020-10-01,sale
"Flat / Apartment in calle d'Albacete, Camp Redo, Palma de Mallorca",Mallorca,Palma de Mallorca,163000,3,70,https://www.idealista.com/en/inmueble/89775676/,2020-10-01,sale
"Flat / Apartment in calle sol, 65, Porreres",Mallorca,Porreres,125000,2,75,https://www.idealista.com/en/inmueble/83880147/,2020-10-01,sale
"Flat / Apartment in calle murillo, Cala Pi-Vallgornera, Llucmajor",Mallorca,Llucmajor,170000,2,80,https://www.idealista.com/en/inmueble/89021138/,2020-10-01,sale
"Flat / Apartment in calle maria antonia salva, 48, S'Arenal, Llucmajor",Mallorca,Llucmajor,180000,3,130,https://www.idealista.com/en/inmueble/86588243/,2020-10-01,sale
"Flat / Apartment in Antoni Maria Alcover, NN, S'Arenal, Llucmajor",Mallorca,Llucmajor,175000,3,109,https://www.idealista.com/en/inmueble/91053390/,2020-10-01,sale
"Penthouse in calle de l'Ametler, Rafal Vell, Palma de Mallorca",Mallorca,Palma de Mallorca,180000,2,96,https://www.idealista.com/en/inmueble/90872845/,2020-10-01,sale
"Flat / Apartment in calle de Ses Salines, Rafal Nou - Estadi Balear - Son Malferit, Palma de Mallorca",Mallorca,Palma de Mallorca,198500,2,83,https://www.idealista.com/en/inmueble/90949872/,2020-10-01,sale
"Flat / Apartment in Font d sa vila, NN, Andratx Pueblo, Andratx",Mallorca,Andratx,185000,2,75,https://www.idealista.com/en/inmueble/90652650/,2020-10-01,sale
"Penthouse in RAFAEL RAMIS I TOGURES, Ses Cadenes-Arenal, Palma de Mallorca",Mallorca,Palma de Mallorca,199500,3,90,https://www.idealista.com/en/inmueble/90305737/,2020-10-01,sale
"Flat / Apartment in paseo Ferrocarril, Manacor Centro, Manacor",Mallorca,Manacor,165000,2,80,https://www.idealista.com/en/inmueble/90123278/,2020-10-01,sale
"Flat / Apartment in ronda Oest, Porto Cristo, Manacor",Mallorca,Manacor,156600,2,67,https://www.idealista.com/en/inmueble/90022275/,2020-10-01,sale
"Flat / Apartment in Ferrocarril, Manacor Centro, Manacor",Mallorca,Manacor,174070,2,73,https://www.idealista.com/en/inmueble/90021614/,2020-10-01,sale
"Flat / Apartment in calle de Joan Homs, 11, Ses Cadenes-Arenal, Palma de Mallorca",Mallorca,Palma de Mallorca,164000,3,86,https://www.idealista.com/en/inmueble/88590698/,2020-10-01,sale
"Flat / Apartment in calle de Berlín, Ses Cadenes-Arenal, Palma de Mallorca",Mallorca,Palma de Mallorca,170000,2,77,https://www.idealista.com/en/inmueble/89355070/,2020-10-01,sale
"Penthouse in trancadors, S'Arenal, Llucmajor",Mallorca,Llucmajor,199500,3,140,https://www.idealista.com/en/inmueble/89291804/,2020-10-01,sale
"Flat / Apartment in cannes, Ses Cadenes-Arenal, Palma de Mallorca",Mallorca,Palma de Mallorca,189000,2,57,https://www.idealista.com/en/inmueble/88745685/,2020-10-01,sale
"Penthouse in carretera MILITAR, Ses Cadenes-Arenal, Palma de Mallorca",Mallorca,Palma de Mallorca,145000,2,65,https://www.idealista.com/en/inmueble/82299027/,2020-10-01,sale
"Flat / Apartment in Son Rapinya - Los Almendros, Palma de Mallorca",Mallorca,Palma de Mallorca,165000,2,70,https://www.idealista.com/en/inmueble/90971256/,2020-10-01,sale
"Flat / Apartment in calle JOAN MUNTANER I BUJOSA, Son Cotoner, Palma de Mallorca",Mallorca,Palma de Mallorca,117000,3,80,https://www.idealista.com/en/inmueble/90982161/,2020-10-01,sale
"Flat / Apartment in calle de Cala Mitjana, Son Cladera - Son Fuster, Palma de Mallorca",Mallorca,Palma de Mallorca,198000,3,84,https://www.idealista.com/en/inmueble/90890398/,2020-10-01,sale
"Flat / Apartment in avenida TOMAS DE VILLANUEVA CORTES, Son Oliva, Palma de Mallorca",Mallorca,Palma de Mallorca,168000,3,98,https://www.idealista.com/en/inmueble/90763840/,2020-10-01,sale
"Penthouse in Son Roca - Son Ximelis - Son Anglada, Palma de Mallorca",Mallorca,Palma de Mallorca,139000,3,74,https://www.idealista.com/en/inmueble/90722691/,2020-10-01,sale
"Flat / Apartment in Son Cotoner, Palma de Mallorca",Mallorca,Palma de Mallorca,198000,3,69,https://www.idealista.com/en/inmueble/90329969/,2020-10-01,sale
"Flat / Apartment in Port d'Alcúdia - Platja d'Alcúdia, Alcúdia",Mallorca,Alcúdia,199000,3,124,https://www.idealista.com/en/inmueble/89881184/,2020-10-01,sale
"Flat / Apartment in calle d'Albacete, Camp Redo, Palma de Mallorca",Mallorca,Palma de Mallorca,163000,3,80,https://www.idealista.com/en/inmueble/89701253/,2020-10-01,sale
"Penthouse in Rafal Vell, Palma de Mallorca",Mallorca,Palma de Mallorca,182000,3,105,https://www.idealista.com/en/inmueble/89379903/,2020-10-01,sale
"Flat / Apartment in Son Canals - Can Capes, Palma de Mallorca",Mallorca,Palma de Mallorca,180000,3,90,https://www.idealista.com/en/inmueble/89104602/,2020-10-01,sale
"Flat / Apartment in Son Gotleu, Palma de Mallorca",Mallorca,Palma de Mallorca,120000,3,98,https://www.idealista.com/en/inmueble/90856699/,2020-10-01,sale
"Flat / Apartment in Son Canals - Can Capes, Palma de Mallorca",Mallorca,Palma de Mallorca,175000,4,112,https://www.idealista.com/en/inmueble/90853350/,2020-10-01,sale
"Flat / Apartment in Sa Indiotería - Son Castelló, Palma de Mallorca",Mallorca,Palma de Mallorca,172000,3,118,https://www.idealista.com/en/inmueble/90789571/,2020-10-01,sale
"Flat / Apartment in calle de Florència, Son Xigala, Palma de Mallorca",Mallorca,Palma de Mallorca,186000,3,90,https://www.idealista.com/en/inmueble/86435014/,2020-10-01,sale
"Flat / Apartment in COILLURE, Camp Redo, Palma de Mallorca",Mallorca,Palma de Mallorca,170000,2,80,https://www.idealista.com/en/inmueble/90869343/,2020-10-01,sale
"Flat / Apartment in Magaluf, NN, Magaluf, Calvià",Mallorca,Calvià,185000,3,65,https://www.idealista.com/en/inmueble/89269506/,2020-10-01,sale
"Flat / Apartment in calle Mare de Déu de Montserrat, 17, Rafal Vell, Palma de Mallorca",Mallorca,Palma de Mallorca,190000,3,100,https://www.idealista.com/en/inmueble/88705172/,2020-10-01,sale
"Flat / Apartment in calle de Pere Ripoll i Palou, 20, Rafal Vell, Palma de Mallorca",Mallorca,Palma de Mallorca,188000,3,112,https://www.idealista.com/en/inmueble/88551005/,2020-10-01,sale
"Flat / Apartment in ferragut, 4, Son Roca - Son Ximelis - Son Anglada, Palma de Mallorca",Mallorca,Palma de Mallorca,117260,3,83,https://www.idealista.com/en/inmueble/86679693/,2020-10-01,sale
"Flat / Apartment in Magaluf, Calvià",Mallorca,Calvià,156000,2,65,https://www.idealista.com/en/inmueble/84663180/,2020-10-01,sale
"Flat / Apartment in Reina Maria de Monpeller, Pere Garau, Palma de Mallorca",Mallorca,Palma de Mallorca,192000,4,115,https://www.idealista.com/en/inmueble/91180503/,2020-10-01,sale
"Flat / Apartment in avenida Gabriel Alomar, 15, Pont d'Inca, Marratxi",Mallorca,Marratxi,140000,2,71,https://www.idealista.com/en/inmueble/90956851/,2020-10-01,sale
"Penthouse in calle Ferrer de Pallarès, 12, Pere Garau, Palma de Mallorca",Mallorca,Palma de Mallorca,165500,3,80,https://www.idealista.com/en/inmueble/90754823/,2020-10-01,sale
"Flat / Apartment in plaza de Miquel Riera i Perelló, Sa Indiotería - Son Castelló, Palma de Mallorca",Mallorca,Palma de Mallorca,170000,2,90,https://www.idealista.com/en/inmueble/90389454/,2020-10-01,sale
"Flat / Apartment in Des forn, 13, Montuiri",Mallorca,Montuiri,175000,2,120,https://www.idealista.com/en/inmueble/87895842/,2020-10-01,sale
"Flat / Apartment in Camp Redo, Palma de Mallorca",Mallorca,Palma de Mallorca,190000,3,83,https://www.idealista.com/en/inmueble/90700713/,2020-10-01,sale
"Flat / Apartment in Rafal Nou - Estadi Balear - Son Malferit, Palma de Mallorca",Mallorca,Palma de Mallorca,189000,3,85,https://www.idealista.com/en/inmueble/90492300/,2020-10-01,sale
"Flat / Apartment in Gran Via de Colom, Gran Via de Colom, Inca",Mallorca,Inca,149800,3,104,https://www.idealista.com/en/inmueble/90263411/,2020-10-01,sale
"Flat / Apartment in sant agusti, 49, Felanitx centro, Felanitx",Mallorca,Felanitx,132000,3,94,https://www.idealista.com/en/inmueble/90231932/,2020-10-01,sale
"Penthouse in salut, S'Arenal, Llucmajor",Mallorca,Llucmajor,199000,2,70,https://www.idealista.com/en/inmueble/90046099/,2020-10-01,sale
"Flat / Apartment in calle cala mitjana, 49, Son Cladera - Son Fuster, Palma de Mallorca",Mallorca,Palma de Mallorca,198000,3,85,https://www.idealista.com/en/inmueble/86166442/,2020-10-01,sale
"Flat / Apartment in Can Picafort, Santa Margalida",Mallorca,Santa Margalida,198500,3,85,https://www.idealista.com/en/inmueble/91037477/,2020-10-01,sale
"Flat / Apartment in Can Picafort, Santa Margalida",Mallorca,Santa Margalida,199000,3,90,https://www.idealista.com/en/inmueble/91037452/,2020-10-01,sale
"Flat / Apartment in Camp d'En Serralta , Palma de Mallorca",Mallorca,Palma de Mallorca,198000,3,100,https://www.idealista.com/en/inmueble/90929416/,2020-10-01,sale
"Flat / Apartment in Son Ferrer, Calvià",Mallorca,Calvià,181000,2,70,https://www.idealista.com/en/inmueble/38731244/,2020-10-01,sale
"Flat / Apartment in calle del Bisbe Sastre, Son Cotoner, Palma de Mallorca",Mallorca,Palma de Mallorca,153000,2,62,https://www.idealista.com/en/inmueble/90477668/,2020-10-01,sale
"Penthouse in sa font de sa vila, Andratx Pueblo, Andratx",Mallorca,Andratx,185000,2,75,https://www.idealista.com/en/inmueble/90305776/,2020-10-01,sale
"Flat / Apartment in ARAGO, Marqués de la Fontsanta, Palma de Mallorca",Mallorca,Palma de Mallorca,190000,3,97,https://www.idealista.com/en/inmueble/90051302/,2020-10-01,sale
Flat / Apartment in Cala Millor,Mallorca,Cala Millor,180285,2,93,https://www.idealista.com/en/inmueble/88819822/,2020-10-01,sale
"Flat / Apartment in José Martinez, La Soledat, Palma de Mallorca",Mallorca,Palma de Mallorca,160000,3,82,https://www.idealista.com/en/inmueble/87045749/,2020-10-01,sale
"Flat / Apartment in calle joan muntaner i bujosa, Son Cotoner, Palma de Mallorca",Mallorca,Palma de Mallorca,117000,3,79,https://www.idealista.com/en/inmueble/86060260/,2020-10-01,sale
"Flat / Apartment in Can Picafort, Santa Margalida",Mallorca,Santa Margalida,135000,2,69,https://www.idealista.com/en/inmueble/91119684/,2020-10-01,sale
"Penthouse in Centro, Inca",Mallorca,Inca,179000,3,125,https://www.idealista.com/en/inmueble/91119672/,2020-10-01,sale
"Flat / Apartment in Magaluf, Calvià",Mallorca,Calvià,130000,2,50,https://www.idealista.com/en/inmueble/90854134/,2020-10-01,sale
"Penthouse in Centro, Inca",Mallorca,Inca,137000,2,80,https://www.idealista.com/en/inmueble/90335157/,2020-10-01,sale
"Flat / Apartment in calle Puig de l'Ofre, Santa Ponça, Calvià",Mallorca,Calvià,195000,4,120,https://www.idealista.com/en/inmueble/88230584/,2020-10-01,sale
"Flat / Apartment in calle del Capità Vila, Pere Garau, Palma de Mallorca",Mallorca,Palma de Mallorca,157000,2,75,https://www.idealista.com/en/inmueble/91020300/,2020-10-01,sale
"Flat / Apartment in calle Terral, 52, S'Arenal, Llucmajor",Mallorca,Llucmajor,175000,3,76,https://www.idealista.com/en/inmueble/90993353/,2020-10-01,sale
"Flat / Apartment in avenida Pere Mas i Reus, 29, Port d'Alcúdia - Platja d'Alcúdia, Alcúdia",Mallorca,Alcúdia,180000,2,65,https://www.idealista.com/en/inmueble/89728270/,2020-10-01,sale
"Flat / Apartment in antoni maura, Blanquer, Inca",Mallorca,Inca,149900,3,117,https://www.idealista.com/en/inmueble/91005656/,2020-10-01,sale
"Flat / Apartment in Can Picafort, Santa Margalida",Mallorca,Santa Margalida,170000,3,93,https://www.idealista.com/en/inmueble/90917556/,2020-10-01,sale
"Flat / Apartment in Son Cotoner, Palma de Mallorca",Mallorca,Palma de Mallorca,193000,4,120,https://www.idealista.com/en/inmueble/90675760/,2020-10-01,sale
"Flat / Apartment in PUERTO RICO, Nou Llevant, Palma de Mallorca",Mallorca,Palma de Mallorca,59800,3,100,https://www.idealista.com/en/inmueble/90323295/,2020-10-01,sale
"Flat / Apartment in calle de Sagasta, 23, Son Cotoner, Palma de Mallorca",Mallorca,Palma de Mallorca,186999,2,56,https://www.idealista.com/en/inmueble/90268886/,2020-10-01,sale
"Flat / Apartment in Son Ferrer, Calvià",Mallorca,Calvià,169000,2,62,https://www.idealista.com/en/inmueble/90212626/,2020-10-01,sale
"Flat / Apartment in avenida de Carles V, Llucmajor Interior, Llucmajor",Mallorca,Llucmajor,190000,3,90,https://www.idealista.com/en/inmueble/89901026/,2020-10-01,sale
Flat / Apartment in Campos,Mallorca,Campos,150000,3,97,https://www.idealista.com/en/inmueble/89839271/,2020-10-01,sale
"Flat / Apartment in calle de Caracas, Nou Llevant, Palma de Mallorca",Mallorca,Palma de Mallorca,175000,3,96,https://www.idealista.com/en/inmueble/88526642/,2020-10-01,sale
"Flat / Apartment in La Soledat, Palma de Mallorca",Mallorca,Palma de Mallorca,199900,3,142,https://www.idealista.com/en/inmueble/87114031/,2020-10-01,sale
"Flat / Apartment in avenida Pedro Más i Reus, 8, Port d'Alcúdia - Platja d'Alcúdia, Alcúdia",Mallorca,Alcúdia,156900,2,75,https://www.idealista.com/en/inmueble/329586/,2020-10-01,sale
"Flat / Apartment in INFANTA, El Terreno, Palma de Mallorca",Mallorca,Palma de Mallorca,126400,2,85,https://www.idealista.com/en/inmueble/82665206/,2020-10-01,sale
"Flat / Apartment in Gran Via de Colom, Inca",Mallorca,Inca,132000,3,89,https://www.idealista.com/en/inmueble/89978614/,2020-10-01,sale
"Flat / Apartment in arco de san martin, NN, Son Cotoner, Palma de Mallorca",Mallorca,Palma de Mallorca,175000,3,98,https://www.idealista.com/en/inmueble/91145943/,2020-10-01,sale
"Flat / Apartment in Felanitx centro, Felanitx",Mallorca,Felanitx,171000,3,104,https://www.idealista.com/en/inmueble/91137510/,2020-10-01,sale
"Flat / Apartment in Son Oliva, Palma de Mallorca",Mallorca,Palma de Mallorca,180000,3,89,https://www.idealista.com/en/inmueble/91110684/,2020-10-01,sale
"Flat / Apartment in calle Cap Blanc, 1, Son Roca - Son Ximelis - Son Anglada, Palma de Mallorca",Mallorca,Palma de Mallorca,133000,3,80,https://www.idealista.com/en/inmueble/91070419/,2020-10-01,sale
"Penthouse in avenida de la Virgen, 124, Campos",Mallorca,Campos,177900,2,80,https://www.idealista.com/en/inmueble/90970446/,2020-10-01,sale
"Flat / Apartment in calle Pintor Sorolla, 41, Centro, Inca",Mallorca,Inca,165000,3,85,https://www.idealista.com/en/inmueble/90964356/,2020-10-01,sale
"Flat / Apartment in calle d'Aragó, 223, Son Cladera - Son Fuster, Palma de Mallorca",Mallorca,Palma de Mallorca,187000,3,95,https://www.idealista.com/en/inmueble/90811533/,2020-10-01,sale
"Flat / Apartment in ronda de na de haros, NN, Campos",Mallorca,Campos,173000,2,80,https://www.idealista.com/en/inmueble/90779429/,2020-10-01,sale
"Flat / Apartment in Centro, Inca",Mallorca,Inca,196000,3,145,https://www.idealista.com/en/inmueble/90405071/,2020-10-01,sale
"Flat / Apartment in Andratx Pueblo, Andratx",Mallorca,Andratx,175000,2,84,https://www.idealista.com/en/inmueble/90399449/,2020-10-01,sale
"Flat / Apartment in paseo MARITIMO CB de cala bona, Cala Millor",Mallorca,Cala Millor,140000,2,80,https://www.idealista.com/en/inmueble/90290963/,2020-10-01,sale
"Flat / Apartment in Fry antoni llinas, Cas Capiscol, Palma de Mallorca",Mallorca,Palma de Mallorca,195000,3,130,https://www.idealista.com/en/inmueble/89761774/,2020-10-01,sale
"Flat / Apartment in calle del Taronger, Rafal Vell, Palma de Mallorca",Mallorca,Palma de Mallorca,187000,3,114,https://www.idealista.com/en/inmueble/89368019/,2020-10-01,sale
"Duplex in calle de Santueri, Felanitx centro, Felanitx",Mallorca,Felanitx,145000,3,120,https://www.idealista.com/en/inmueble/84569081/,2020-10-01,sale
"Flat / Apartment in Centro, Inca",Mallorca,Inca,145000,2,94,https://www.idealista.com/en/inmueble/91148482/,2020-10-01,sale
"Flat / Apartment in Cristo Rey - Parque Europa, Inca",Mallorca,Inca,180800,3,90,https://www.idealista.com/en/inmueble/89010602/,2020-10-01,sale
"Flat / Apartment in Son Amonda - Reis Catòlics, Inca",Mallorca,Inca,159000,2,65,https://www.idealista.com/en/inmueble/91122668/,2020-10-01,sale
"Flat / Apartment in S'Arenal, Llucmajor",Mallorca,Llucmajor,175000,3,75,https://www.idealista.com/en/inmueble/91074995/,2020-10-01,sale
"Flat / Apartment in Portocolom, Felanitx",Mallorca,Felanitx,159500,2,65,https://www.idealista.com/en/inmueble/90782538/,2020-10-01,sale
"Flat / Apartment in calle Isidoro Antillon, Son Canals - Can Capes, Palma de Mallorca",Mallorca,Palma de Mallorca,183000,3,85,https://www.idealista.com/en/inmueble/90693791/,2020-10-01,sale
"Flat / Apartment in Son Oliva, Palma de Mallorca",Mallorca,Palma de Mallorca,199000,4,87,https://www.idealista.com/en/inmueble/90764842/,2020-10-01,sale
"Flat / Apartment in sant rafael, La Soledat, Palma de Mallorca",Mallorca,Palma de Mallorca,169000,3,90,https://www.idealista.com/en/inmueble/90141078/,2020-10-01,sale
"Flat / Apartment in Can Picafort, Santa Margalida",Mallorca,Santa Margalida,199000,3,110,https://www.idealista.com/en/inmueble/87431872/,2020-10-01,sale
"Penthouse in calle de joan baptista de la salle, 29, Centro, Inca",Mallorca,Inca,169000,3,130,https://www.idealista.com/en/inmueble/32921916/,2020-10-01,sale
"Flat / Apartment in Son Amonda - Reis Catòlics, Inca",Mallorca,Inca,198000,2,106,https://www.idealista.com/en/inmueble/91066294/,2020-10-01,sale
"Flat / Apartment in S'Arenal, Llucmajor",Mallorca,Llucmajor,179000,2,90,https://www.idealista.com/en/inmueble/90993925/,2020-10-01,sale
"Flat / Apartment in Porto Cristo, Manacor",Mallorca,Manacor,169000,2,70,https://www.idealista.com/en/inmueble/90981397/,2020-10-01,sale
"Duplex in Centro, Inca",Mallorca,Inca,168000,3,94,https://www.idealista.com/en/inmueble/90915338/,2020-10-01,sale
Flat / Apartment in Muro,Mallorca,Muro,136000,2,60,https://www.idealista.com/en/inmueble/90726648/,2020-10-01,sale
"Flat / Apartment in calle Milana, Son Ferrer, Calvià",Mallorca,Calvià,189000,3,95,https://www.idealista.com/en/inmueble/90715462/,2020-10-01,sale
"Penthouse in Rafael alberti, 55, Gran Via de Colom, Inca",Mallorca,Inca,168000,2,176,https://www.idealista.com/en/inmueble/90074794/,2020-10-01,sale
"Flat / Apartment in Son Canals - Can Capes, Palma de Mallorca",Mallorca,Palma de Mallorca,167500,3,89,https://www.idealista.com/en/inmueble/88497572/,2020-10-01,sale
"Flat / Apartment in ronda del Puerto, 4, Manacor Centro, Manacor",Mallorca,Manacor,168000,3,120,https://www.idealista.com/en/inmueble/28557244/,2020-10-01,sale
"Flat / Apartment in Can Picafort, Santa Margalida",Mallorca,Santa Margalida,195000,3,110,https://www.idealista.com/en/inmueble/90982584/,2020-10-01,sale
"Flat / Apartment in residencia, Can Picafort, Santa Margalida",Mallorca,Santa Margalida,183000,3,71,https://www.idealista.com/en/inmueble/90846709/,2020-10-01,sale
"Flat / Apartment in via den jordi, Canyamel",Mallorca,Canyamel,198000,2,81,https://www.idealista.com/en/inmueble/90785521/,2020-10-01,sale
"Flat / Apartment in Nou Llevant, Palma de Mallorca",Mallorca,Palma de Mallorca,177000,3,92,https://www.idealista.com/en/inmueble/90631220/,2020-10-01,sale
"Flat / Apartment in Son Gotleu, Palma de Mallorca",Mallorca,Palma de Mallorca,87300,3,75,https://www.idealista.com/en/inmueble/89871066/,2020-10-01,sale
"Flat / Apartment in Foners, Palma de Mallorca",Mallorca,Palma de Mallorca,130000,3,136,https://www.idealista.com/en/inmueble/89814832/,2020-10-01,sale
"Flat / Apartment in calle de Cala Malgrana, 10, Son Cladera - Son Fuster, Palma de Mallorca",Mallorca,Palma de Mallorca,122000,3,81,https://www.idealista.com/en/inmueble/89274706/,2020-10-01,sale
"Flat / Apartment in calle de Blanes Viale, 8, Rafal Vell, Palma de Mallorca",Mallorca,Palma de Mallorca,160000,3,93,https://www.idealista.com/en/inmueble/86218036/,2020-10-01,sale
"Flat / Apartment in plaza des Blanquer, 56, Blanquer, Inca",Mallorca,Inca,184000,3,190,https://www.idealista.com/en/inmueble/85184056/,2020-10-01,sale
"Flat / Apartment in Manacor Centro, Manacor",Mallorca,Manacor,168000,2,92,https://www.idealista.com/en/inmueble/91184081/,2020-10-01,sale
"Flat / Apartment in ronda de porrera, NN, Porreres",Mallorca,Porreres,170000,3,127,https://www.idealista.com/en/inmueble/91089747/,2020-10-01,sale
"Flat / Apartment in calle de Berlín, Ses Cadenes-Arenal, Palma de Mallorca",Mallorca,Palma de Mallorca,170000,2,82,https://www.idealista.com/en/inmueble/90941694/,2020-10-01,sale
"Flat / Apartment in calle de Can Rayó, Gran Via de Colom, Inca",Mallorca,Inca,145000,2,65,https://www.idealista.com/en/inmueble/90925091/,2020-10-01,sale
"Flat / Apartment in calle del Lledoner, Rafal Vell, Palma de Mallorca",Mallorca,Palma de Mallorca,177000,3,90,https://www.idealista.com/en/inmueble/90892752/,2020-10-01,sale
"Flat / Apartment in calle de Sagasta, Son Cotoner, Palma de Mallorca",Mallorca,Palma de Mallorca,169000,3,61,https://www.idealista.com/en/inmueble/90868678/,2020-10-01,sale
"Flat / Apartment in La Soledat, Palma de Mallorca",Mallorca,Palma de Mallorca,177000,3,91,https://www.idealista.com/en/inmueble/90121147/,2020-10-01,sale
"Flat / Apartment in Cas Capiscol, Palma de Mallorca",Mallorca,Palma de Mallorca,194500,3,121,https://www.idealista.com/en/inmueble/89288827/,2020-10-01,sale
"Flat / Apartment in Rafael Moger, 1, Coll d'En Rabassa, Palma de Mallorca",Mallorca,Palma de Mallorca,195000,3,100,https://www.idealista.com/en/inmueble/89048138/,2020-10-01,sale
"Flat / Apartment in Son Curt, Andratx Pueblo, Andratx",Mallorca,Andratx,139000,2,77,https://www.idealista.com/en/inmueble/40156877/,2020-10-01,sale
"Flat / Apartment in Juan XXIII, 95, Puerto de Pollença",Mallorca,Puerto de Pollença,199000,3,90,https://www.idealista.com/en/inmueble/87921253/,2020-10-01,sale
"Flat / Apartment in avenida Puig des Teix, Santa Ponça, Calvià",Mallorca,Calvià,194000,2,79,https://www.idealista.com/en/inmueble/87100729/,2020-10-01,sale
"Flat / Apartment in avenida de Bartomeu Esteva Mestre Cuiner, Andrach, Andratx Pueblo, Andratx",Mallorca,Andratx,162500,3,95,https://www.idealista.com/en/inmueble/82946097/,2020-10-01,sale
"Flat / Apartment in calle Juan XXIII, 43, 1, Puerto de Pollença",Mallorca,Puerto de Pollença,190000,3,90,https://www.idealista.com/en/inmueble/85571284/,2020-10-01,sale
"Flat / Apartment in camino de Costitx, Inca, 4, Zona periurbana, Inca",Mallorca,Inca,158000,3,112,https://www.idealista.com/en/inmueble/83171755/,2020-10-01,sale
Flat / Apartment in Alaró,Mallorca,Alaró,165000,3,90,https://www.idealista.com/en/inmueble/91146544/,2020-10-01,sale
"Flat / Apartment in ronda de Catalunya, 31, Campos",Mallorca,Campos,163000,2,84,https://www.idealista.com/en/inmueble/90791623/,2020-10-01,sale
"Flat / Apartment in Siquier, 5, La Soledat, Palma de Mallorca",Mallorca,Palma de Mallorca,160000,3,98,https://www.idealista.com/en/inmueble/90740549/,2020-10-01,sale
"Flat / Apartment in Rafal Nou - Estadi Balear - Son Malferit, Palma de Mallorca",Mallorca,Palma de Mallorca,190890,2,120,https://www.idealista.com/en/inmueble/90100357/,2020-10-01,sale
"Flat / Apartment in calle de Cala Mitjana, 36, Son Cladera - Son Fuster, Palma de Mallorca",Mallorca,Palma de Mallorca,195000,2,100,https://www.idealista.com/en/inmueble/87524094/,2020-10-01,sale
"Flat / Apartment in Gran Via Colom, Gran Via de Colom, Inca",Mallorca,Inca,168000,3,127,https://www.idealista.com/en/inmueble/89914406/,2020-10-01,sale
"Flat / Apartment in Cap Roig, 1, Puerto de Pollença",Mallorca,Puerto de Pollença,190000,2,70,https://www.idealista.com/en/inmueble/83392182/,2020-10-01,sale
"Flat / Apartment in avenida Parc, 84, Manacor Centro, Manacor",Mallorca,Manacor,180000,3,112,https://www.idealista.com/en/inmueble/89068845/,2020-10-01,sale
"Duplex in calle Bonany, 94, Villafranca de Bonany",Mallorca,Villafranca de Bonany,170000,2,115,https://www.idealista.com/en/inmueble/2144767/,2020-10-01,sale
"Flat / Apartment in Cala Major, Palma de Mallorca",Mallorca,Palma de Mallorca,147900,2,71,https://www.idealista.com/en/inmueble/85686117/,2020-10-01,sale
"Penthouse in Llucmajor Interior, Llucmajor",Mallorca,Llucmajor,143000,3,127,https://www.idealista.com/en/inmueble/91117472/,2020-10-01,sale
"Flat / Apartment in Foners, Palma de Mallorca",Mallorca,Palma de Mallorca,177000,2,70,https://www.idealista.com/en/inmueble/91076870/,2020-10-01,sale
"Flat / Apartment in Son Ferriol, Palma de Mallorca",Mallorca,Palma de Mallorca,184000,2,72,https://www.idealista.com/en/inmueble/91002898/,2020-10-01,sale
